Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.02.08 15:04
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ5B+hp+crawlspace+IECC_2021
Environment:,ANNUAL ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,69548.97,14.63,29.26
,Net Site Energy,69548.97,14.63,29.26
,Total Source Energy,220261.58,46.33,92.66
,Net Source Energy,220261.58,46.33,92.66


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,4754.19
,Net Conditioned Building Area,2377.10
,Unconditioned Building Area,2377.10


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,25289.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,4564.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,3542.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,721.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,26496.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,4718.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,4215.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23512.13
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,69548.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23512.13
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,1,SURFPROPOTHSDCOEFSLABAVERAGE,N/A,N/A,1.000,0.000,0.000,0.000,0.000,SCHEDULEOSCSLABAVERAGESURFACETEMP,NO,24.000,0.000,N/A,N/A
,2,SURFPROPOTHSDCOEFSLABPERIMETER,N/A,N/A,1.000,0.000,0.000,0.000,0.000,SCHEDULEOSCSLABPERIMETERTEMP,NO,24.000,0.000,N/A,N/A
,3,SURFPROPOTHSDCOEFSLABCORE,N/A,N/A,1.000,0.000,0.000,0.000,0.000,SCHEDULEOSCSLABCORETEMP,NO,24.000,0.000,N/A,N/A


Surface Heat Transfer Algorithm

,,Value {CTF - ConductionTransferFunction,Inside Surface Max Temperature Limit{F},Surface Convection Coefficient Lower Limit {Btu/h-ft2-F},Surface Convection Coefficient Upper Limit {Btu/h-ft2-F}
,,EMPD - MoisturePenetrationDepthConductionTransferFunction,,,
,,CondFD - ConductionFiniteDifference,,,
,,HAMT - CombinedHeatAndMoistureFiniteElement} - Description,,,
,1,CTF - ConductionTransferFunction,392.,0.02,176.1


Shading Summary

,,Number of Fixed Detached Shades,Number of Building Detached Shades,Number of Attached Shades
,1,0,0,4


Zone Summary

,,Number of Zones,Number of Zone Surfaces,Number of SubSurfaces
,1,3,36,9


Zone Information

,,Zone Name,North Axis {deg},Origin X-Coordinate {ft},Origin Y-Coordinate {ft},Origin Z-Coordinate {ft},Centroid X-Coordinate {ft},Centroid Y-Coordinate {ft},Centroid Z-Coordinate {ft},Type,Zone Multiplier,Zone List Multiplier,Minimum X {ft},Maximum X {ft},Minimum Y {ft},Maximum Y {ft},Minimum Z {ft},Maximum Z {ft},Ceiling Height {ft},Volume {ft3},Zone Inside Convection Algorithm {Simple-Detailed-CeilingDiffuser-TrombeWall},Zone Outside Convection Algorithm {Simple-Detailed-Tarp-MoWitt-DOE-2-BLAST},Floor Area {ft2},Exterior Gross Wall Area {ft2},Exterior Net Wall Area {ft2},Exterior Window Area {ft2},Number of Surfaces,Number of SubSurfaces,Number of Shading SubSurfaces,Part of Total Building Area
,1,LIVING_UNIT1,0.0,0.00,0.00,0.00,19.92,14.93,8.99,1,1,1,0.00,39.80,0.00,29.86,0.49,17.52,12.76,17050.65,TARP,DOE-2,2377.12,2369.37,1973.97,355.35,11,9,4,Yes
,2,ATTIC_UNIT1,0.0,0.00,0.00,0.00,19.92,14.93,18.67,1,1,1,0.00,39.80,0.00,29.86,17.52,21.98,2.23,2659.94,TARP,DOE-2,1188.56,133.59,133.59,0.00,5,0,0,Yes
,3,CRAWLSPACE_UNIT1,0.0,0.00,0.00,0.00,19.92,14.93,-0.5,1,1,1,0.00,39.80,0.00,29.86,-1.5,0.49,2.00,2377.73,TARP,DOE-2,1188.56,69.65,69.65,0.00,10,0,0,Yes


Zone Internal Gains Nominal

,,Zone Name,Floor Area {ft2},# Occupants,Area per Occupant {ft2/person},Occupant per Area {person/ft2},Interior Lighting {Btu/h-ft2},Electric Load {Btu/h-ft2},Gas Load {Btu/h-ft2},Other Load {Btu/h-ft2},Hot Water Eq {Btu/h-ft2},Steam Equipment {Btu/h-ft2},Sum Loads per Area {Btu/h-ft2},Outdoor Controlled Baseboard Heat
,1,LIVING_UNIT1,2377.12,3.0,792.366,0.001,0.485,2.232,0.000,0.000,0.000,0.000,2.717,No
,2,ATTIC_UNIT1,1188.56,0.0,N/A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No
,3,CRAWLSPACE_UNIT1,1188.56,0.0,N/A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No


People Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Number of People {},People/Floor Area {person/ft2},Floor Area per person {ft2/person},Fraction Radiant,Fraction Convected,Sensible Fraction Calculation,Activity level,ASHRAE 55 Warnings,Carbon Dioxide Generation Rate,Nominal Minimum Number of People,Nominal Maximum Number of People
,1,PEOPLE_UNIT1,OCCUPANCY,LIVING_UNIT1,2377.12,3.0,3.0,0.001,792.366,0.000,1.000,AutoCalculate,ACTIVITY_SCH,No,3.8200E-008,1,3


Lights Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Lighting Level {Btu/h},Lights/Floor Area {Btu/h-ft2},Lights per person {W/person},Fraction Return Air,Fraction Radiant,Fraction Short Wave,Fraction Convected,Fraction Replaceable,End-Use Category,Nominal Minimum Lighting Level {Btu/h},Nominal Maximum Lighting Level {Btu/h}
,1,LIVING HARDWIRED LIGHTING1,INTERIORLIGHTINGHE,LIVING_UNIT1,2377.12,3.0,792.730,0.333,77.445,0.000,0.600,0.200,0.200,0.000,General,54.500,792.730
,2,LIVING PLUG-IN LIGHTING1,INTERIORLIGHTINGHE,LIVING_UNIT1,2377.12,3.0,360.491,0.152,35.218,0.000,0.600,0.200,0.200,0.000,General,24.785,360.491


ElectricEquipment Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Equipment Level {Btu/h},Equipment/Floor Area {Btu/h-ft2},Equipment per person {W/person},Fraction Latent,Fraction Radiant,Fraction Lost,Fraction Convected,End-Use SubCategory,Nominal Minimum Equipment Level {Btu/h},Nominal Maximum Equipment Level {Btu/h}
,1,DISHWASHER1,DISHWASHER,LIVING_UNIT1,2377.12,3.0,224.165,0.094,21.900,0.150,0.600,0.250,0.000,dishwasher,0.000,201.076
,2,REFRIGERATOR1,REFRIGERATOR,LIVING_UNIT1,2377.12,3.0,310.690,0.131,30.353,0.000,1.000,0.000,0.000,refrigerator,227.232,310.690
,3,CLOTHESWASHER1,CLOTHESWASHER,LIVING_UNIT1,2377.12,3.0,97.167,0.041,9.493,0.000,0.800,0.200,0.000,clotheswasher,0.000,87.160
,4,ELECTRIC_DRYER1,CLOTHESDRYER,LIVING_UNIT1,2377.12,3.0,726.978,0.306,71.022,5.000E-002,0.150,0.800,0.000,electric_dryer,0.000,726.978
,5,ELECTRIC_RANGE1,COOKINGRANGE,LIVING_UNIT1,2377.12,3.0,846.701,0.356,82.718,0.300,0.400,0.300,0.000,electric_range,19.936,846.701
,6,TELEVISION1,INTERIORLIGHTING,LIVING_UNIT1,2377.12,3.0,0.000,0.000,0.000,0.000,1.000,0.000,0.000,television,0.000,0.000
,7,ELECTRIC_MELS1,MISCPLUGLOAD,LIVING_UNIT1,2377.12,3.0,1936.187,0.815,189.155,6.000E-002,0.690,0.250,0.000,electric_mels,1001.054,1936.187
,8,IECC_ADJ1,MISCPLUGLOAD,LIVING_UNIT1,2377.12,3.0,1162.970,0.489,113.616,6.244E-002,0.412,0.251,0.275,IECC_adj,601.283,1162.970


Construction CTF

,,Construction Name,Index,#Layers,#CTFs,Time Step {Hours},ThermalConductance {Btu/h-ft2-F},OuterThermalAbsorptance,InnerThermalAbsorptance,OuterSolarAbsorptance,InnerSolarAbsorptance,Roughness
,1,EXTERIOR WALL,1,5,10,0.167,0.0498,0.900,0.900,0.700,0.700,MediumSmooth
,2,INTERIORFURNISHINGS,2,1,9,0.167,0.1409,0.900,0.900,0.700,0.700,MediumSmooth
,3,EXTERIOR FLOOR,4,3,9,0.167,0.0342,0.900,0.900,0.700,0.700,Rough
,4,INTERIOR FLOOR,5,2,4,0.167,0.300,0.900,0.900,0.700,0.700,Rough
,5,INTERIOR CEILING,6,2,11,0.167,0.0242,0.900,0.900,0.700,0.700,Rough
,6,ATTIC FLOOR,7,2,11,0.167,0.0242,0.900,0.900,0.700,0.700,MediumSmooth
,7,EXTERIOR ROOF,11,2,4,0.167,0.943,0.900,0.900,0.750,0.700,MediumRough
,8,EXTERIOR DOOR,14,1,5,0.167,0.300,0.900,0.900,0.700,0.700,Smooth
,9,GABLE_END,16,5,6,0.167,0.428,0.900,0.900,0.700,0.700,MediumSmooth
,10,CRAWL WALL,24,1,5,0.167,2.28,0.900,0.900,0.700,0.700,Rough
,11,iz-EXTERIOR FLOOR,25,3,9,0.167,0.0342,0.900,0.900,0.700,0.700,MediumSmooth


Material CTF Summary

,,Material Name,Thickness {ft},Conductivity {w/m-K},Density {lb/ft3},Specific Heat {Btu/lbm-R},ThermalResistance {m2-K/w}
,1,SYN_STUCCO,0.0098,0.086,24.971,0.210,0.3524E-01
,2,SHEATHING_CONSOL_LAYER,0.1020,0.035,1.255,0.350,0.8807
,3,OSB_7/16IN,0.0364,0.116,34.000,0.290,0.9555E-01
,4,WALL_CONSOL_LAYER,0.4584,0.057,7.541,0.248,2.444
,5,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,6,STD WOOD 6INCH,0.4921,0.120,33.711,0.289,1.250
,7,FLOOR_CONSOL_LAYER,0.7707,0.052,3.438,0.219,4.558
,8,PLYWOOD_3/4IN,0.0627,0.115,34.003,0.161,0.1650
,9,CARPET_N_PAD,0.0833,0.060,2.000,0.200,0.4224
,10,PLYWOOD_3/4IN,0.0627,0.115,34.003,0.161,0.1650
,11,CARPET_N_PAD,0.0833,0.060,2.000,0.200,0.4224
,12,CEIL_CONSOL_LAYER,1.4584,0.062,2.618,0.185,7.202
,13,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,14,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,15,CEIL_CONSOL_LAYER,1.4584,0.062,2.618,0.185,7.202
,16,ASPHALT_SHINGLE,0.0207,0.082,70.000,0.300,0.7745E-01
,17,OSB_1/2IN,0.0417,0.116,34.000,0.290,0.1092
,18,DOOR_CONST,0.1388,0.072,32.003,0.183,0.5870
,19,CEMENT_STUCCO,0.0627,0.721,116.464,0.210,0.2642E-01
,20,BLDG_PAPER_FELT,0.0000,0.000,0.000,0.000,0.1057E-01
,21,OSB_5/8IN,0.0522,0.116,34.000,0.290,0.1365
,22,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,23,CONCRETE_4IN,0.3330,1.312,140.014,0.111,0.7736E-01
,24,CARPET_N_PAD,0.0833,0.060,2.000,0.200,0.4224
,25,PLYWOOD_3/4IN,0.0627,0.115,34.003,0.161,0.1650
,26,FLOOR_CONSOL_LAYER,0.7707,0.052,3.438,0.219,4.558


Material:Air

,,Material Name,ThermalResistance {m2-K/w}
,1,AIR_4_IN_VERT,0.1585
,2,3/4IN_AIR_SPACE,8.5130E-002
,3,3/4IN_REFLECTIVE_AIR_SPACE,0.2466
,4,AIR_4_IN_VERT,0.1585


CTF

,,Time,Outside,Cross,Inside,Flux (except final one)
,1,10,0.51360630E-08,-0.22035233E-13,0.91774209E-08,-0.50676220E-13
,2,9,-0.14060012E-04,0.39159197E-12,-0.22958088E-04,0.29728831E-08
,3,8,0.28980689E-02,0.65531654E-09,0.46215968E-02,-0.71708779E-05
,4,7,-0.65978682E-01,0.13350779E-06,-0.16306378,0.13238707E-02
,5,6,0.64596177,0.50193482E-05,2.1320981,-0.28125917E-01
,6,5,-3.4215999,0.48298777E-04,-13.652056,0.25148823
,7,4,10.645660,0.13839053E-03,47.881148,-1.1749737
,8,3,-19.924231,0.11919231E-03,-96.040791,3.0621859
,9,2,21.976583,0.26462555E-04,109.48934,-4.4404618
,10,1,-13.118296,0.91387708E-06,-65.855375,3.3273744
,11,0,3.2593552,0.33613880E-09,16.204438,
,12,9,-0.27580628E-02,0.97439125E-12,-0.27580628E-02,0.28516790E-03
,13,8,0.73590997E-01,0.21837543E-08,0.73590997E-01,-0.77836043E-02
,14,7,-0.82599318,0.23162835E-06,-0.82599318,0.89703933E-01
,15,6,5.1113916,0.48671053E-05,5.1113916,-0.57224845
,16,5,-19.214933,0.30163627E-04,-19.214933,2.2266322
,17,4,45.557404,0.63181060E-04,45.557404,-5.4853312
,18,3,-68.275533,0.44785456E-04,-68.275533,8.5710568
,19,2,62.555368,0.93952058E-05,62.555368,-8.2111738
,20,1,-31.904423,0.39200004E-06,-31.904423,4.3886678
,21,0,6.9260389,0.77047546E-09,6.9260389,
,22,9,-0.61797381E-16,0.10275554E-15,-0.94176193E-10,0.70550100E-16
,23,8,0.55018702E-09,0.40996745E-13,0.10446581E-03,-0.35964092E-09
,24,7,-0.45325743E-03,0.10183730E-08,-0.10651944E-01,0.29628111E-03
,25,6,0.35000963E-01,0.28248981E-06,0.18262466,-0.23007581E-01
,26,5,-0.40204458,0.87190144E-05,-1.3453660,0.27251248
,27,4,1.9371679,0.56641591E-04,5.2219591,-1.3641479
,28,3,-4.7809977,0.95620201E-04,-11.428910,3.5178846
,29,2,6.3416706,0.40914426E-04,14.116582,-4.8962826
,30,1,-4.2976303,0.32019284E-05,-9.1505965,3.4916880
,31,0,1.1674918,0.10995666E-07,2.4144591,
,32,4,0.50405178E-13,0.16668152E-13,0.29402090E-13,-0.58636069E-16
,33,3,-0.78967347E-05,0.18486376E-05,-0.51544008E-05,0.20741056E-12
,34,2,0.37655193,0.34407043E-01,0.80677627E-01,-0.16328896E-04
,35,1,-8.0349315,0.81344511,-1.1624309,0.21506451
,36,0,8.9946927,0.48845120,2.4180636,
,37,11,0.66088003E-16,-0.25273786E-15,-0.95957027E-09,-0.48579152E-16
,38,10,0.18922531E-08,-0.22017978E-15,0.49376461E-03,-0.12655295E-08
,39,9,-0.24603222E-03,0.24702020E-11,-0.24100172E-01,0.16454584E-03
,40,8,0.68600932E-02,0.18830026E-08,0.41921468,-0.46804592E-02
,41,7,-0.81306675E-01,0.13909244E-06,-3.7558327,0.56775720E-01
,42,6,0.53582383,0.23752991E-05,19.877643,-0.38437899
,43,5,-2.1576848,0.12660029E-04,-66.100965,1.5967236
,44,4,5.4951162,0.23284272E-04,141.45736,-4.2133809
,45,3,-8.8445955,0.14470287E-04,-193.99994,7.0572762
,46,2,8.6810727,0.25900002E-05,164.33328,-7.2372997
,47,1,-4.7235578,0.84675968E-07,-78.120230,4.1283951
,48,0,1.0885736,0.85604251E-10,15.913131,
,49,11,-0.95957027E-09,-0.25273786E-15,0.66088003E-16,-0.48579152E-16
,50,10,0.49376461E-03,-0.22017978E-15,0.18922531E-08,-0.12655295E-08
,51,9,-0.24100172E-01,0.24702020E-11,-0.24603222E-03,0.16454584E-03
,52,8,0.41921468,0.18830026E-08,0.68600932E-02,-0.46804592E-02
,53,7,-3.7558327,0.13909244E-06,-0.81306675E-01,0.56775720E-01
,54,6,19.877643,0.23752991E-05,0.53582383,-0.38437899
,55,5,-66.100965,0.12660029E-04,-2.1576848,1.5967236
,56,4,141.45736,0.23284272E-04,5.4951162,-4.2133809
,57,3,-193.99994,0.14470287E-04,-8.8445955,7.0572762
,58,2,164.33328,0.25900002E-05,8.6810727,-7.2372997
,59,1,-78.120230,0.84675968E-07,-4.7235578,4.1283951
,60,0,15.913131,0.85604251E-10,1.0885736,
,61,4,0.75441920E-10,0.23883683E-10,0.47514224E-10,-0.69373194E-20
,62,3,-0.33730907E-03,0.89366797E-04,-0.22574866E-03,0.77828620E-10
,63,2,0.58624422,0.18542418,0.49024360,-0.17301269E-03
,64,1,-11.299243,2.8799011,-8.6239668,0.15905732
,65,0,15.219762,1.4410112,12.640375,
,66,5,-0.32935335E-06,0.42931990E-07,-0.32935335E-06,0.47097488E-08
,67,4,0.68052310E-03,0.12823787E-03,0.68052310E-03,-0.14200104E-04
,68,3,-0.11535993,0.17375615E-01,-0.11535993,0.40770076E-02
,69,2,2.1922172,0.21284128,2.1922172,-0.13171357
,70,1,-7.8704965,0.30308566,-7.8704965,0.79499401
,71,0,6.3596665,0.33276539E-01,6.3596665,
,72,6,0.97988530E-11,0.43917118E-12,0.24496810E-11,-0.34892153E-15
,73,5,-0.75005310E-05,0.16499726E-06,-0.28271466E-05,0.19166609E-11
,74,4,0.32354224E-01,0.66949565E-03,0.10283773E-01,-0.11111676E-05
,75,3,-1.8201547,0.67148336E-01,-0.62076152,0.38788549E-02
,76,2,21.173821,0.53241617,7.5279938,-0.97325542E-01
,77,1,-64.420211,0.46601667,-21.697519,0.64629334
,78,0,46.121323,0.20873329E-01,15.867130,
,79,5,-0.15664505E-06,0.43005807E-07,-0.15664505E-06,0.11899247E-09
,80,4,0.10791049E-02,0.34140917E-03,0.10791049E-02,-0.15677434E-05
,81,3,-0.39592122,0.90314630E-01,-0.39592122,0.13116776E-02
,82,2,11.651569,1.6702487,11.651569,-0.78737360E-01
,83,1,-51.506798,3.1050242,-51.506798,0.66829999
,84,0,45.538973,0.42297268,45.538973,
,85,9,-0.94176193E-10,0.10275554E-15,-0.61797381E-16,0.70550100E-16
,86,8,0.10446581E-03,0.40996745E-13,0.55018702E-09,-0.35964092E-09
,87,7,-0.10651944E-01,0.10183730E-08,-0.45325743E-03,0.29628111E-03
,88,6,0.18262466,0.28248981E-06,0.35000963E-01,-0.23007581E-01
,89,5,-1.3453660,0.87190144E-05,-0.40204458,0.27251248
,90,4,5.2219591,0.56641591E-04,1.9371679,-1.3641479
,91,3,-11.428910,0.95620201E-04,-4.7809977,3.5178846
,92,2,14.116582,0.40914426E-04,6.3416706,-4.8962826
,93,1,-9.1505965,0.32019284E-05,-4.2976303,3.4916880
,94,0,2.4144591,0.10995666E-07,1.1674918,


WindowConstruction

,,Construction Name,Index,#Layers,Roughness,Conductance {Btu/h-ft2-F},SHGC,Solar Transmittance at Normal Incidence,Visible Transmittance at Normal Incidence
,1,EXTERIOR WINDOW,12,1,VerySmooth,0.300,0.335,0.248,0.883
,2,INTERIOR WINDOW,13,1,VerySmooth,0.300,0.335,0.248,0.883
,3,WINDOW_W_BLINDS,18,2,VerySmooth,0.300,0.309,4.646E-002,0.133
,4,TDD DOME,22,1,VerySmooth,1.071,0.929,0.920,0.920
,5,TDD DIFFUSER,23,1,VerySmooth,1.077,0.906,0.900,0.900


WindowMaterial:Glazing

,,Material Name,Optical Data Type,Spectral Data Set Name,Thickness {ft},Solar Transmittance,Front Solar Reflectance,Back Solar Reflectance,Visible Transmittance,Front Visible Reflectance,Back Visible Reflectance,Infrared Transmittance,Front Thermal Emissivity,Back Thermal Emissivity,Conductivity {W/m-K},Dirt Factor,Solar Diffusing
,1,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,2,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,3,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,4,CLEAR ACRYLIC PLASTIC,SpectralAverage,,0.00984,0.92000,5.00000E-002,5.00000E-002,0.92000,5.00000E-002,5.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No
,5,DIFFUSING ACRYLIC PLASTIC,SpectralAverage,,0.00722,0.90000,8.00000E-002,8.00000E-002,0.90000,8.00000E-002,8.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No


WindowMaterial:Blind

,,Material Name,Slat Width {ft},Slat Separation {ft},Slat Thickness {ft},Slat Angle {deg},Slat Beam Solar Transmittance,Slat Beam Solar Front Reflectance,Blind To Glass Distance {ft}
,1,INT_BLIND,0.0820,0.0615,0.0033,45.000,0.000,0.500,0.164


Shadowing/Sun Position Calculations Annual Simulations

,,Shading Calculation Method,Shading Calculation Update Frequency Method,Shading Calculation Update Frequency {days},Maximum Figures in Shadow Overlap Calculations {},Polygon Clipping Algorithm,Pixel Counting Resolution,Sky Diffuse Modeling Algorithm,Output External Shading Calculation Results,Disable Self-Shading Within Shading Zone Groups,Disable Self-Shading From Shading Zone Groups to Other Zones
,1,PolygonClipping,Periodic,20,15000.,SutherlandHodgman,512,SimpleSkyDiffuseModeling,No,No,No


Heat Pump Water Heater Information

,,Type,Name,Volume {ft3},Maximum Capacity {Btu/h},Standard Rated Recovery Efficiency,Standard Rated Energy Factor,"DX Coil Total Cooling Rate {W,HPWH Only}"
,1,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT1,6.9509,4142.2,0.000,0.0000,785,


Water Heater Stratified Node Information

,,Node Number,Height {ft},Volume {ft3},Maximum Capacity {Btu/h},Off-Cycle UA {Btu/h-F},On-Cycle UA {Btu/h-F},Number Of Inlets,Number Of Outlets
,1,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1


ZoneVentilation Airflow Stats Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Design Volume Flow Rate {ft3/min},Volume Flow Rate/Floor Area {ft3/min-ft2},Volume Flow Rate/person Area {ft3/min-person},ACH - Air Changes per Hour,Fan Type {Exhaust;Intake;Natural},Fan Pressure Rise {psi},Fan Efficiency {},Equation A - Constant Term Coefficient {},Equation B - Temperature Term Coefficient {1/C},Equation C - Velocity Term Coefficient {s/m},Equation D - Velocity Squared Term Coefficient {s2/m2},Minimum Indoor Temperature{F}/Schedule,Maximum Indoor Temperature{F}/Schedule,Delta Temperature{F}/Schedule,Minimum Outdoor Temperature{F}/Schedule,Maximum Outdoor Temperature{F}/Schedule,Maximum WindSpeed{ft/min}
,1,VENTILATION_UNIT1,ALWAYS_AVAIL,LIVING_UNIT1,2377.12,3.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40


AirFlow Model

,,Simple
,1,Simple


RoomAir Model

,,Zone Name,Mixing/Mundt/UCSDDV/UCSDCV/UCSDUFI/UCSDUFE/User Defined
,1,LIVING_UNIT1,Mixing/Well-Stirred
,2,ATTIC_UNIT1,Mixing/Well-Stirred
,3,CRAWLSPACE_UNIT1,Mixing/Well-Stirred


AirflowNetwork Model:Control

,,No Multizone or Distribution/Multizone with Distribution/Multizone without Distribution/Multizone with Distribution only during Fan Operation
,1,MultizoneWithDistribution


AirflowNetwork Model:Equivalent Rectangle Surface

,,Name,Equivalent Height {ft},Equivalent Width {ft} AirflowNetwork Model:Equivalent Rectangle
,1,ROOF_RIGHT_UNIT1,4.46,14.93
,2,ROOF_LEFT_UNIT1,4.46,14.93


AirflowNetwork Model:Wind Direction

,,Wind Direction #1 to n (degree)
,1,0.0


AirflowNetwork Model:Wind Pressure Coefficients

,,Name,Wind Pressure Coefficients #1 to n (dimensionless)
,1,!WPCTABLE1,0.60
,2,!WPCTABLE2,-0.36
,3,!WPCTABLE3,-0.51
,4,!WPCTABLE4,-0.36
,5,!WPCTABLE5,-0.73


Zone Volume Capacitance Multiplier

,,Sensible Heat Capacity Multiplier,Moisture Capacity Multiplier,Carbon Dioxide Capacity Multiplier,Generic Contaminant Capacity Multiplier
,1,1.000,1.000,1.000,1.000


Load Timesteps in Zone Design Calculation Averaging Window

,,Value
,1,6


Heating Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Cooling Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Zone Sizing Information

,,Zone Name,Load Type,Calc Des Load {Btu/h},User Des Load {Btu/h},Calc Des Air Flow Rate {ft3/min},User Des Air Flow Rate {ft3/min},Design Day Name,Date/Time of Peak,Temperature at Peak {F},Humidity Ratio at Peak {lbWater/lbDryAir},Floor Area {ft2},# Occupants,Calc Outdoor Air Flow Rate {ft3/min},Calc DOAS Heat Addition Rate {Btu/h}
,1,LIVING_UNIT1,Cooling,16141.00844,16141.00844,856.65243,856.65243,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:40:00,87.51439,0.00547,2377.09544,3.00000,59.99321,0.00000
,2,LIVING_UNIT1,Heating,20093.65513,20093.65513,456.35587,456.35587,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,-0.2200,0.00096,2377.09544,3.00000,59.99321,0.00000


System Sizing Information

