Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.03.13 14:21
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ5B+hp+slab+IECC_2015
Environment:,ANNUAL ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        48.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,908.78,0.25,0.38
,Net Site Energy,908.78,0.25,0.38
,Total Source Energy,2878.12,0.81,1.21
,Net Source Energy,2878.12,0.81,1.21


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,3565.64
,Net Conditioned Building Area,2377.10
,Unconditioned Building Area,1188.55


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,610.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,22.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,4.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,146.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,55.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,70.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.22
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,908.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.22
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,,HAMT - CombinedHeatAndMoistureFiniteElement} - Description,,,
,1,CTF - ConductionTransferFunction,392.,0.02,176.1


Shading Summary

,,Number of Fixed Detached Shades,Number of Building Detached Shades,Number of Attached Shades
,1,0,0,4


Zone Summary

,,Number of Zones,Number of Zone Surfaces,Number of SubSurfaces
,1,2,26,9


Zone Information

,,Zone Name,North Axis {deg},Origin X-Coordinate {ft},Origin Y-Coordinate {ft},Origin Z-Coordinate {ft},Centroid X-Coordinate {ft},Centroid Y-Coordinate {ft},Centroid Z-Coordinate {ft},Type,Zone Multiplier,Zone List Multiplier,Minimum X {ft},Maximum X {ft},Minimum Y {ft},Maximum Y {ft},Minimum Z {ft},Maximum Z {ft},Ceiling Height {ft},Volume {ft3},Zone Inside Convection Algorithm {Simple-Detailed-CeilingDiffuser-TrombeWall},Zone Outside Convection Algorithm {Simple-Detailed-Tarp-MoWitt-DOE-2-BLAST},Floor Area {ft2},Exterior Gross Wall Area {ft2},Exterior Net Wall Area {ft2},Exterior Window Area {ft2},Number of Surfaces,Number of SubSurfaces,Number of Shading SubSurfaces,Part of Total Building Area
,1,LIVING_UNIT1,0.0,0.00,0.00,0.00,19.92,14.93,8.53,1,1,1,0.00,39.80,0.00,29.86,0.03,17.03,12.76,17050.65,TARP,DOE-2,2377.12,2369.37,1973.97,355.35,11,9,4,Yes
,2,ATTIC_UNIT1,0.0,0.00,0.00,0.00,19.92,14.93,18.34,1,1,1,0.00,39.80,0.00,29.86,17.03,21.98,2.46,2937.55,TARP,DOE-2,1188.56,147.59,147.59,0.00,5,0,0,Yes


Zone Internal Gains Nominal

,,Zone Name,Floor Area {ft2},# Occupants,Area per Occupant {ft2/person},Occupant per Area {person/ft2},Interior Lighting {Btu/h-ft2},Electric Load {Btu/h-ft2},Gas Load {Btu/h-ft2},Other Load {Btu/h-ft2},Hot Water Eq {Btu/h-ft2},Steam Equipment {Btu/h-ft2},Sum Loads per Area {Btu/h-ft2},Outdoor Controlled Baseboard Heat
,1,LIVING_UNIT1,2377.12,3.0,792.366,0.001,0.555,2.232,0.000,0.000,0.000,0.000,2.786,No
,2,ATTIC_UNIT1,1188.56,0.0,N/A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No


People Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Number of People {},People/Floor Area {person/ft2},Floor Area per person {ft2/person},Fraction Radiant,Fraction Convected,Sensible Fraction Calculation,Activity level,ASHRAE 55 Warnings,Carbon Dioxide Generation Rate,Nominal Minimum Number of People,Nominal Maximum Number of People
,1,PEOPLE_UNIT1,OCCUPANCY,LIVING_UNIT1,2377.12,3.0,3.0,0.001,792.366,0.000,1.000,AutoCalculate,ACTIVITY_SCH,No,3.8200E-008,1,3


Lights Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Lighting Level {Btu/h},Lights/Floor Area {Btu/h-ft2},Lights per person {W/person},Fraction Return Air,Fraction Radiant,Fraction Short Wave,Fraction Convected,Fraction Replaceable,End-Use Category,Nominal Minimum Lighting Level {Btu/h},Nominal Maximum Lighting Level {Btu/h}
,1,LIVING HARDWIRED LIGHTING1,INTERIORLIGHTINGHE,LIVING_UNIT1,2377.12,3.0,957.868,0.403,93.578,0.000,0.600,0.200,0.200,0.000,General,65.855,957.868
,2,LIVING PLUG-IN LIGHTING1,INTERIORLIGHTINGHE,LIVING_UNIT1,2377.12,3.0,360.491,0.152,35.218,0.000,0.600,0.200,0.200,0.000,General,24.785,360.491


ElectricEquipment Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Equipment Level {Btu/h},Equipment/Floor Area {Btu/h-ft2},Equipment per person {W/person},Fraction Latent,Fraction Radiant,Fraction Lost,Fraction Convected,End-Use SubCategory,Nominal Minimum Equipment Level {Btu/h},Nominal Maximum Equipment Level {Btu/h}
,1,DISHWASHER1,DISHWASHER,LIVING_UNIT1,2377.12,3.0,224.165,0.094,21.900,0.150,0.600,0.250,0.000,dishwasher,0.000,201.076
,2,REFRIGERATOR1,REFRIGERATOR,LIVING_UNIT1,2377.12,3.0,310.690,0.131,30.353,0.000,1.000,0.000,0.000,refrigerator,227.232,310.690
,3,CLOTHESWASHER1,CLOTHESWASHER,LIVING_UNIT1,2377.12,3.0,97.167,0.041,9.493,0.000,0.800,0.200,0.000,clotheswasher,0.000,87.160
,4,ELECTRIC_DRYER1,CLOTHESDRYER,LIVING_UNIT1,2377.12,3.0,726.978,0.306,71.022,5.000E-002,0.150,0.800,0.000,electric_dryer,0.000,726.978
,5,ELECTRIC_RANGE1,COOKINGRANGE,LIVING_UNIT1,2377.12,3.0,846.701,0.356,82.718,0.300,0.400,0.300,0.000,electric_range,19.936,846.701
,6,TELEVISION1,INTERIORLIGHTING,LIVING_UNIT1,2377.12,3.0,0.000,0.000,0.000,0.000,1.000,0.000,0.000,television,0.000,0.000
,7,ELECTRIC_MELS1,MISCPLUGLOAD,LIVING_UNIT1,2377.12,3.0,1936.187,0.815,189.155,6.000E-002,0.690,0.250,0.000,electric_mels,1001.054,1936.187
,8,IECC_ADJ1,MISCPLUGLOAD,LIVING_UNIT1,2377.12,3.0,1162.970,0.489,113.616,6.244E-002,0.412,0.251,0.275,IECC_adj,601.283,1162.970


Construction CTF

,,Construction Name,Index,#Layers,#CTFs,Time Step {Hours},ThermalConductance {Btu/h-ft2-F},OuterThermalAbsorptance,InnerThermalAbsorptance,OuterSolarAbsorptance,InnerSolarAbsorptance,Roughness
,1,EXTERIOR WALL,1,5,11,0.167,0.0631,0.900,0.900,0.700,0.700,MediumSmooth
,2,INTERIORFURNISHINGS,2,1,9,0.167,0.1409,0.900,0.900,0.700,0.700,MediumSmooth
,3,INTERIOR FLOOR,5,2,4,0.167,0.300,0.900,0.900,0.700,0.700,Rough
,4,INTERIOR CEILING,6,2,10,0.167,0.0268,0.900,0.900,0.700,0.700,Rough
,5,ATTIC FLOOR,7,2,10,0.167,0.0268,0.900,0.900,0.700,0.700,MediumSmooth
,6,EXTERIOR ROOF,11,2,4,0.167,0.943,0.900,0.900,0.750,0.700,MediumRough
,7,EXTERIOR DOOR,14,1,5,0.167,0.320,0.900,0.900,0.700,0.700,Smooth
,8,GABLE_END,16,5,6,0.167,0.428,0.900,0.900,0.700,0.700,MediumSmooth


Material CTF Summary

,,Material Name,Thickness {ft},Conductivity {w/m-K},Density {lb/ft3},Specific Heat {Btu/lbm-R},ThermalResistance {m2-K/w}
,1,SYN_STUCCO,0.0098,0.086,24.971,0.210,0.3524E-01
,2,SHEATHING_CONSOL_LAYER,0.0417,0.094,42.764,0.280,0.1351
,3,OSB_7/16IN,0.0364,0.116,34.000,0.290,0.9555E-01
,4,WALL_CONSOL_LAYER,0.4584,0.057,7.541,0.248,2.444
,5,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,6,STD WOOD 6INCH,0.4921,0.120,33.711,0.289,1.250
,7,PLYWOOD_3/4IN,0.0627,0.115,34.003,0.161,0.1650
,8,CARPET_N_PAD,0.0833,0.060,2.000,0.200,0.4224
,9,CEIL_CONSOL_LAYER,1.3131,0.062,2.618,0.185,6.484
,10,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,11,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,12,CEIL_CONSOL_LAYER,1.3131,0.062,2.618,0.185,6.484
,13,ASPHALT_SHINGLE,0.0207,0.082,70.000,0.300,0.7745E-01
,14,OSB_1/2IN,0.0417,0.116,34.000,0.290,0.1092
,15,DOOR_CONST,0.1299,0.072,32.003,0.183,0.5503
,16,CEMENT_STUCCO,0.0627,0.721,116.464,0.210,0.2642E-01
,17,BLDG_PAPER_FELT,0.0000,0.000,0.000,0.000,0.1057E-01
,18,OSB_5/8IN,0.0522,0.116,34.000,0.290,0.1365
,19,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01


Material:Air

,,Material Name,ThermalResistance {m2-K/w}
,1,AIR_4_IN_VERT,0.1585
,2,3/4IN_AIR_SPACE,8.5130E-002
,3,3/4IN_REFLECTIVE_AIR_SPACE,0.2466
,4,AIR_4_IN_VERT,0.1585


CTF

,,Time,Outside,Cross,Inside,Flux (except final one)
,1,11,-0.54724946E-11,-0.29353179E-14,-0.58361936E-11,0.17617726E-15
,2,10,0.24755928E-06,0.16971160E-13,0.58954555E-06,-0.42317085E-11
,3,9,-0.21700660E-03,0.26282512E-10,-0.34360792E-03,0.18634160E-06
,4,8,0.10400975E-01,0.16063655E-07,0.16710006E-01,-0.10459154E-03
,5,7,-0.18466841,0.14497582E-05,-0.31678806,0.33996447E-02
,6,6,1.6813335,0.30890211E-04,3.0392820,-0.45644738E-01
,7,5,-8.8640021,0.19737274E-03,-16.399456,0.32465800
,8,4,28.400945,0.41196590E-03,52.185337,-1.3315683
,9,3,-55.684303,0.27160336E-03,-99.213599,3.2198962
,10,2,64.740984,0.46773103E-04,110.17164,-4.4902555
,11,1,-40.701741,0.11975386E-05,-65.686261,3.3169381
,12,0,10.602230,0.29970883E-09,16.204438,
,13,9,-0.27580628E-02,0.97439125E-12,-0.27580628E-02,0.28516790E-03
,14,8,0.73590997E-01,0.21837543E-08,0.73590997E-01,-0.77836043E-02
,15,7,-0.82599318,0.23162835E-06,-0.82599318,0.89703933E-01
,16,6,5.1113916,0.48671053E-05,5.1113916,-0.57224845
,17,5,-19.214933,0.30163627E-04,-19.214933,2.2266322
,18,4,45.557404,0.63181060E-04,45.557404,-5.4853312
,19,3,-68.275533,0.44785456E-04,-68.275533,8.5710568
,20,2,62.555368,0.93952058E-05,62.555368,-8.2111738
,21,1,-31.904423,0.39200004E-06,-31.904423,4.3886678
,22,0,6.9260389,0.77047546E-09,6.9260389,
,23,4,0.50405178E-13,0.16668152E-13,0.29402090E-13,-0.58636069E-16
,24,3,-0.78967347E-05,0.18486376E-05,-0.51544008E-05,0.20741056E-12
,25,2,0.37655193,0.34407043E-01,0.80677627E-01,-0.16328896E-04
,26,1,-8.0349315,0.81344511,-1.1624309,0.21506451
,27,0,8.9946927,0.48845120,2.4180636,
,28,10,-0.96769015E-17,-0.20747839E-14,0.29297638E-08,0.78932515E-17
,29,9,-0.56587496E-08,-0.24945017E-14,-0.14784763E-02,0.38539146E-08
,30,8,0.72238700E-03,0.96019310E-10,0.66422612E-01,-0.49198669E-03
,31,7,-0.17427411E-01,0.40956981E-07,-1.0050332,0.12133364E-01
,32,6,0.17512309,0.18498148E-05,7.5797971,-0.12514619
,33,5,-0.95338624,0.19370257E-04,-32.757448,0.70262168
,34,4,3.0653739,0.60507497E-04,85.929347,-2.3420755
,35,3,-5.9495223,0.59223871E-04,-138.69581,4.7385057
,36,2,6.8074199,0.16249306E-04,134.19793,-5.6812110
,37,1,-4.2061463,0.84447462E-06,-71.229973,3.6946262
,38,0,1.0780011,0.18118629E-08,15.916399,
,39,10,0.29297638E-08,-0.20747839E-14,-0.96769015E-17,0.78932515E-17
,40,9,-0.14784763E-02,-0.24945017E-14,-0.56587496E-08,0.38539146E-08
,41,8,0.66422612E-01,0.96019310E-10,0.72238700E-03,-0.49198669E-03
,42,7,-1.0050332,0.40956981E-07,-0.17427411E-01,0.12133364E-01
,43,6,7.5797971,0.18498148E-05,0.17512309,-0.12514619
,44,5,-32.757448,0.19370257E-04,-0.95338624,0.70262168
,45,4,85.929347,0.60507497E-04,3.0653739,-2.3420755
,46,3,-138.69581,0.59223871E-04,-5.9495223,4.7385057
,47,2,134.19793,0.16249306E-04,6.8074199,-5.6812110
,48,1,-71.229973,0.84447462E-06,-4.2061463,3.6946262
,49,0,15.916399,0.18118629E-08,1.0780011,
,50,4,0.75441920E-10,0.23883683E-10,0.47514224E-10,-0.69373194E-20
,51,3,-0.33730907E-03,0.89366797E-04,-0.22574866E-03,0.77828620E-10
,52,2,0.58624422,0.18542418,0.49024360,-0.17301269E-03
,53,1,-11.299243,2.8799011,-8.6239668,0.15905732
,54,0,15.219762,1.4410112,12.640375,
,55,5,-0.47059848E-07,0.10808286E-07,-0.47059848E-07,0.33552267E-09
,56,4,0.23241354E-03,0.64872557E-04,0.23241354E-03,-0.29116876E-05
,57,3,-0.69106029E-01,0.14208819E-01,-0.69106029E-01,0.18005536E-02
,58,2,1.8030591,0.23437818,1.8030591,-0.90752678E-01
,59,1,-7.5310044,0.40520073,-7.5310044,0.70046896
,60,0,6.5027572,0.52085640E-01,6.5027572,
,61,6,0.97988530E-11,0.43917118E-12,0.24496810E-11,-0.34892153E-15
,62,5,-0.75005310E-05,0.16499726E-06,-0.28271466E-05,0.19166609E-11
,63,4,0.32354224E-01,0.66949565E-03,0.10283773E-01,-0.11111676E-05
,64,3,-1.8201547,0.67148336E-01,-0.62076152,0.38788549E-02
,65,2,21.173821,0.53241617,7.5279938,-0.97325542E-01
,66,1,-64.420211,0.46601667,-21.697519,0.64629334
,67,0,46.121323,0.20873329E-01,15.867130,


WindowConstruction

,,Construction Name,Index,#Layers,Roughness,Conductance {Btu/h-ft2-F},SHGC,Solar Transmittance at Normal Incidence,Visible Transmittance at Normal Incidence
,1,EXTERIOR WINDOW,12,1,VerySmooth,0.320,0.335,0.248,0.883
,2,INTERIOR WINDOW,13,1,VerySmooth,0.320,0.335,0.248,0.883
,3,WINDOW_W_BLINDS,18,2,VerySmooth,0.320,0.309,4.642E-002,0.133
,4,TDD DOME,22,1,VerySmooth,1.071,0.929,0.920,0.920
,5,TDD DIFFUSER,23,1,VerySmooth,1.077,0.906,0.900,0.900


WindowMaterial:Glazing

,,Material Name,Optical Data Type,Spectral Data Set Name,Thickness {ft},Solar Transmittance,Front Solar Reflectance,Back Solar Reflectance,Visible Transmittance,Front Visible Reflectance,Back Visible Reflectance,Infrared Transmittance,Front Thermal Emissivity,Back Thermal Emissivity,Conductivity {W/m-K},Dirt Factor,Solar Diffusing
,1,GLASS,SpectralAverage,,0.13182,0.24698,0.54906,0.54906,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10671,1.00000,No
,2,GLASS,SpectralAverage,,0.13182,0.24698,0.54906,0.54906,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10671,1.00000,No
,3,GLASS,SpectralAverage,,0.13182,0.24698,0.54906,0.54906,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10671,1.00000,No
,4,CLEAR ACRYLIC PLASTIC,SpectralAverage,,0.00984,0.92000,5.00000E-002,5.00000E-002,0.92000,5.00000E-002,5.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No
,5,DIFFUSING ACRYLIC PLASTIC,SpectralAverage,,0.00722,0.90000,8.00000E-002,8.00000E-002,0.90000,8.00000E-002,8.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No


WindowMaterial:Blind

,,Material Name,Slat Width {ft},Slat Separation {ft},Slat Thickness {ft},Slat Angle {deg},Slat Beam Solar Transmittance,Slat Beam Solar Front Reflectance,Blind To Glass Distance {ft}
,1,INT_BLIND,0.0820,0.0615,0.0033,45.000,0.000,0.500,0.164


Shadowing/Sun Position Calculations Annual Simulations

,,Shading Calculation Method,Shading Calculation Update Frequency Method,Shading Calculation Update Frequency {days},Maximum Figures in Shadow Overlap Calculations {},Polygon Clipping Algorithm,Pixel Counting Resolution,Sky Diffuse Modeling Algorithm,Output External Shading Calculation Results,Disable Self-Shading Within Shading Zone Groups,Disable Self-Shading From Shading Zone Groups to Other Zones
,1,PolygonClipping,Periodic,20,15000.,SutherlandHodgman,512,SimpleSkyDiffuseModeling,No,No,No


Water Heater Information

,,Type,Name,Volume {ft3},Maximum Capacity {Btu/h},Standard Rated Recovery Efficiency,Standard Rated Energy Factor
,1,WaterHeater:Mixed,WATER HEATER_UNIT1,6.9509,18766.0,1.064,0.9621


ZoneVentilation Airflow Stats Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Design Volume Flow Rate {ft3/min},Volume Flow Rate/Floor Area {ft3/min-ft2},Volume Flow Rate/person Area {ft3/min-person},ACH - Air Changes per Hour,Fan Type {Exhaust;Intake;Natural},Fan Pressure Rise {psi},Fan Efficiency {},Equation A - Constant Term Coefficient {},Equation B - Temperature Term Coefficient {1/C},Equation C - Velocity Term Coefficient {s/m},Equation D - Velocity Squared Term Coefficient {s2/m2},Minimum Indoor Temperature{F}/Schedule,Maximum Indoor Temperature{F}/Schedule,Delta Temperature{F}/Schedule,Minimum Outdoor Temperature{F}/Schedule,Maximum Outdoor Temperature{F}/Schedule,Maximum WindSpeed{ft/min}
,1,VENTILATION_UNIT1,ALWAYS_AVAIL,LIVING_UNIT1,2377.12,3.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40


AirFlow Model

,,Simple
,1,Simple


RoomAir Model

,,Zone Name,Mixing/Mundt/UCSDDV/UCSDCV/UCSDUFI/UCSDUFE/User Defined
,1,LIVING_UNIT1,Mixing/Well-Stirred
,2,ATTIC_UNIT1,Mixing/Well-Stirred


AirflowNetwork Model:Control

,,No Multizone or Distribution/Multizone with Distribution/Multizone without Distribution/Multizone with Distribution only during Fan Operation
,1,MultizoneWithDistribution


AirflowNetwork Model:Equivalent Rectangle Surface

,,Name,Equivalent Height {ft},Equivalent Width {ft} AirflowNetwork Model:Equivalent Rectangle
,1,ROOF_RIGHT_UNIT1,4.95,14.93
,2,ROOF_LEFT_UNIT1,4.95,14.93


AirflowNetwork Model:Wind Direction

,,Wind Direction #1 to n (degree)
,1,0.0


AirflowNetwork Model:Wind Pressure Coefficients

,,Name,Wind Pressure Coefficients #1 to n (dimensionless)
,1,!WPCTABLE1,0.60
,2,!WPCTABLE2,-0.36
,3,!WPCTABLE3,-0.51
,4,!WPCTABLE4,-0.36
,5,!WPCTABLE5,-0.73


Zone Volume Capacitance Multiplier

,,Sensible Heat Capacity Multiplier,Moisture Capacity Multiplier,Carbon Dioxide Capacity Multiplier,Generic Contaminant Capacity Multiplier
,1,1.000,1.000,1.000,1.000


Load Timesteps in Zone Design Calculation Averaging Window

,,Value
,1,6


Heating Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Cooling Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Zone Sizing Information

,,Zone Name,Load Type,Calc Des Load {Btu/h},User Des Load {Btu/h},Calc Des Air Flow Rate {ft3/min},User Des Air Flow Rate {ft3/min},Design Day Name,Date/Time of Peak,Temperature at Peak {F},Humidity Ratio at Peak {lbWater/lbDryAir},Floor Area {ft2},# Occupants,Calc Outdoor Air Flow Rate {ft3/min},Calc DOAS Heat Addition Rate {Btu/h}
,1,LIVING_UNIT1,Cooling,15547.12452,15547.12452,825.12701,825.12701,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,87.95840,0.00547,2377.09544,3.00000,59.99321,0.00000
,2,LIVING_UNIT1,Heating,20423.99876,20423.99876,463.85587,463.85587,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,-0.2200,0.00096,2377.09544,3.00000,59.99321,0.00000


System Sizing Information

,,System Name,Load Type,Peak Load Kind,User Design Capacity,Calc Des Air Flow Rate [ft3/min],User Des Air Flow Rate [ft3/min],Design Day Name,Date/Time of Peak
,1,CENTRAL SYSTEM_UNIT1,Cooling,Sensible,4687.93,825.12701,825.12701,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,2,CENTRAL SYSTEM_UNIT1,Heating,Sensible,7000.41,463.85587,463.85587,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00


Component Sizing Information

,,Component Type,Component Name,Input Field Description,Value
,1,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1,User-Specified Supply Air Flow Rate [ft3/min],59.99321
,2,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1,User-Specified Exhaust Air Flow Rate [ft3/min],59.99321
,3,Fan:OnOff,OASUPPLYFAN_UNIT1,User-Specified Maximum Flow Rate [ft3/min],59.99321
,4,Fan:OnOff,OAEXHAUSTFAN_UNIT1,User-Specified Maximum Flow Rate [ft3/min],59.99321
,5,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT1,User-Specified Nominal Supply Air Flow Rate [ft3/min],59.99321
,6,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT1,Design Size Maximum Air Flow Rate [ft3/min],825.12701
,7,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Sum of Air Terminal Maximum Heating Flow Rates [ft3/min],825.12701
,8,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Sum of Air Terminal Minimum Heating Flow Rates [ft3/min],825.12701
,9,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Sum of Air Terminal Maximum Flow Rates [ft3/min],825.12701
,10,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Adjusted Heating Design Air Flow Rate [ft3/min],825.12701
,11,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Adjusted Cooling Design Air Flow Rate [ft3/min],825.12701
,12,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Adjusted Main Design Air Flow Rate [ft3/min],825.12701
,13,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,User Heating Air Flow Ratio [],1.00000
,14,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Calculated Heating Air Flow Ratio [],1.00000
,15,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Design Supply Air Flow Rate [ft3/min],825.12701
,16,Coil:Cooling:DX:SingleSpeed,DX COOLING COIL_UNIT1,Design Size Rated Air Flow Rate [ft3/min],825.12701
,17,Coil:Cooling:DX:SingleSpeed,DX COOLING COIL_UNIT1,Design Size Gross Rated Total Cooling Capacity [ton],1.83308
,18,Coil:Cooling:DX:SingleSpeed,DX COOLING COIL_UNIT1,Design Size Gross Rated Sensible Heat Ratio,0.80066
,19,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Supply Air Flow Rate [ft3/min],825.12701
,20,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Supply Air Flow Rate During Heating Operation [ft3/min],825.12701
,21,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Supply Air Flow Rate During Cooling Operation [ft3/min],825.12701
,22,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Nominal Heating Capacity [Btu/h],21996.96464
,23,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Nominal Cooling Capacity [ton],1.83308
,24,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Supplemental Heating Coil Nominal Capacity [Btu/h],23885.39783
,25,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Fraction of Supply Air Flow That Goes Through the Controlling Zone,1.00000
,26,Fan:OnOff,SUPPLY FAN_UNIT1,Design Size Maximum Flow Rate [ft3/min],825.12701
,27,Coil:Heating:DX:SingleSpeed,MAIN DX HEATING COIL_UNIT1,Design Size Rated Air Flow Rate [ft3/min],825.12701
,28,Coil:Heating:DX:SingleSpeed,MAIN DX HEATING COIL_UNIT1,Design Size Gross Rated Heating Capacity [Btu/h],21996.96464
,29,Coil:Heating:Electric,SUPP HEATING COIL_UNIT1,Design Size Nominal Capacity [Btu/h],23885.39783
