Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.04.08 10:54
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ5B+hp+slab+IECC_2021
Environment:,RUN PERIOD ** Denver-Aurora-Buckley AFB CO USA TMY3 WMO#=724695

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,0.28,0.85,1.28
,Net Site Energy,0.28,0.85,1.28
,Total Source Energy,0.90,2.70,4.06
,Net Source Energy,0.90,2.70,4.06


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,331.23
,Net Conditioned Building Area,220.82
,Unconditioned Building Area,110.41


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,Heating,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,,Number of Fixed Detached Shades,Number of Building Detached Shades,Number of Attached Shades
,1,0,0,4


Zone Summary

,,Number of Zones,Number of Zone Surfaces,Number of SubSurfaces
,1,2,26,9


Zone Information

,,Zone Name,North Axis {deg},Origin X-Coordinate {m},Origin Y-Coordinate {m},Origin Z-Coordinate {m},Centroid X-Coordinate {m},Centroid Y-Coordinate {m},Centroid Z-Coordinate {m},Type,Zone Multiplier,Zone List Multiplier,Minimum X {m},Maximum X {m},Minimum Y {m},Maximum Y {m},Minimum Z {m},Maximum Z {m},Ceiling Height {m},Volume {m3},Zone Inside Convection Algorithm {Simple-Detailed-CeilingDiffuser-TrombeWall},Zone Outside Convection Algorithm {Simple-Detailed-Tarp-MoWitt-DOE-2-BLAST},Floor Area {m2},Exterior Gross Wall Area {m2},Exterior Net Wall Area {m2},Exterior Window Area {m2},Number of Surfaces,Number of SubSurfaces,Number of Shading SubSurfaces,Part of Total Building Area
,1,LIVING_UNIT1,0.0,0.00,0.00,0.00,6.07,4.55,2.60,1,1,1,0.00,12.13,0.00,9.10,1.01E-002,5.19,3.89,482.75,TARP,DOE-2,220.82,220.10,183.37,33.01,11,9,4,Yes
,2,ATTIC_UNIT1,0.0,0.00,0.00,0.00,6.07,4.55,5.59,1,1,1,0.00,12.13,0.00,9.10,5.19,6.70,0.75,83.17,TARP,DOE-2,110.41,13.71,13.71,0.00,5,0,0,Yes


Zone Internal Gains Nominal

,,Zone Name,Floor Area {m2},# Occupants,Area per Occupant {m2/person},Occupant per Area {person/m2},Interior Lighting {W/m2},Electric Load {W/m2},Gas Load {W/m2},Other Load {W/m2},Hot Water Eq {W/m2},Steam Equipment {W/m2},Sum Loads per Area {W/m2},Outdoor Controlled Baseboard Heat
,1,LIVING_UNIT1,220.82,3.0,73.606,1.359E-002,1.531,7.041,0.000,0.000,0.000,0.000,8.572,No
,2,ATTIC_UNIT1,110.41,0.0,N/A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No


People Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {m2},# Zone Occupants,Number of People {},People/Floor Area {person/m2},Floor Area per person {m2/person},Fraction Radiant,Fraction Convected,Sensible Fraction Calculation,Activity level,ASHRAE 55 Warnings,Carbon Dioxide Generation Rate,Nominal Minimum Number of People,Nominal Maximum Number of People
,1,PEOPLE_UNIT1,OCCUPANCY,LIVING_UNIT1,220.82,3.0,3.0,1.359E-002,73.606,0.000,1.000,AutoCalculate,ACTIVITY_SCH,No,3.8200E-008,1,3


Lights Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {m2},# Zone Occupants,Lighting Level {W},Lights/Floor Area {W/m2},Lights per person {W/person},Fraction Return Air,Fraction Radiant,Fraction Short Wave,Fraction Convected,Fraction Replaceable,End-Use Category,Nominal Minimum Lighting Level {W},Nominal Maximum Lighting Level {W}
,1,LIVING HARDWIRED LIGHTING1,INTERIORLIGHTINGHE,LIVING_UNIT1,220.82,3.0,232.336,1.052,77.445,0.000,0.600,0.200,0.200,0.000,General,15.973,232.336
,2,LIVING PLUG-IN LIGHTING1,INTERIORLIGHTINGHE,LIVING_UNIT1,220.82,3.0,105.654,0.478,35.218,0.000,0.600,0.200,0.200,0.000,General,7.264,105.654


ElectricEquipment Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {m2},# Zone Occupants,Equipment Level {W},Equipment/Floor Area {W/m2},Equipment per person {W/person},Fraction Latent,Fraction Radiant,Fraction Lost,Fraction Convected,End-Use SubCategory,Nominal Minimum Equipment Level {W},Nominal Maximum Equipment Level {W}
,1,DISHWASHER1,DISHWASHER,LIVING_UNIT1,220.82,3.0,65.699,0.298,21.900,0.150,0.600,0.250,0.000,dishwasher,0.000,58.932
,2,REFRIGERATOR1,REFRIGERATOR,LIVING_UNIT1,220.82,3.0,91.058,0.412,30.353,0.000,1.000,0.000,0.000,refrigerator,66.598,91.058
,3,CLOTHESWASHER1,CLOTHESWASHER,LIVING_UNIT1,220.82,3.0,28.478,0.129,9.493,0.000,0.800,0.200,0.000,clotheswasher,0.000,25.545
,4,ELECTRIC_DRYER1,CLOTHESDRYER,LIVING_UNIT1,220.82,3.0,213.065,0.965,71.022,5.000E-002,0.150,0.800,0.000,electric_dryer,0.000,213.065
,5,ELECTRIC_RANGE1,COOKINGRANGE,LIVING_UNIT1,220.82,3.0,248.154,1.124,82.718,0.300,0.400,0.300,0.000,electric_range,5.843,248.154
,6,TELEVISION1,INTERIORLIGHTING,LIVING_UNIT1,220.82,3.0,0.000,0.000,0.000,0.000,1.000,0.000,0.000,television,0.000,0.000
,7,ELECTRIC_MELS1,MISCPLUGLOAD,LIVING_UNIT1,220.82,3.0,567.464,2.570,189.155,6.000E-002,0.690,0.250,0.000,electric_mels,293.392,567.464
,8,IECC_ADJ1,MISCPLUGLOAD,LIVING_UNIT1,220.82,3.0,340.847,1.544,113.616,6.244E-002,0.412,0.251,0.275,IECC_adj,176.226,340.847


Construction CTF

,,Construction Name,Index,#Layers,#CTFs,Time Step {hours},ThermalConductance {w/m2-K},OuterThermalAbsorptance,InnerThermalAbsorptance,OuterSolarAbsorptance,InnerSolarAbsorptance,Roughness
,1,EXTERIOR WALL,1,5,10,0.167,0.2829,0.900,0.900,0.700,0.700,MediumSmooth
,2,INTERIORFURNISHINGS,2,1,9,0.167,0.8000,0.900,0.900,0.700,0.700,MediumSmooth
,3,INTERIOR FLOOR,5,2,4,0.167,1.702,0.900,0.900,0.700,0.700,Rough
,4,INTERIOR CEILING,6,2,11,0.167,0.1373,0.900,0.900,0.700,0.700,Rough
,5,ATTIC FLOOR,7,2,11,0.167,0.1373,0.900,0.900,0.700,0.700,MediumSmooth
,6,EXTERIOR ROOF,11,2,4,0.167,5.358,0.900,0.900,0.750,0.700,MediumRough
,7,EXTERIOR DOOR,14,1,5,0.167,1.704,0.900,0.900,0.700,0.700,Smooth
,8,GABLE_END,16,5,6,0.167,2.431,0.900,0.900,0.700,0.700,MediumSmooth


Material CTF Summary

,,Material Name,Thickness {m},Conductivity {w/m-K},Density {kg/m3},Specific Heat {J/kg-K},ThermalResistance {m2-K/w}
,1,SYN_STUCCO,0.0030,0.086,400.000,878.640,0.3524E-01
,2,SHEATHING_CONSOL_LAYER,0.0311,0.035,20.100,1465.415,0.8807
,3,OSB_7/16IN,0.0111,0.116,544.627,1213.360,0.9555E-01
,4,WALL_CONSOL_LAYER,0.1397,0.057,120.801,1036.258,2.444
,5,DRYWALL_1/2IN,0.0127,0.160,800.923,1087.840,0.7933E-01
,6,STD WOOD 6INCH,0.1500,0.120,540.000,1210.000,1.250
,7,PLYWOOD_3/4IN,0.0191,0.115,544.680,674.540,0.1650
,8,CARPET_N_PAD,0.0254,0.060,32.037,836.800,0.4224
,9,CEIL_CONSOL_LAYER,0.4445,0.062,41.929,776.251,7.202
,10,DRYWALL_1/2IN,0.0127,0.160,800.923,1087.840,0.7933E-01
,11,DRYWALL_1/2IN,0.0127,0.160,800.923,1087.840,0.7933E-01
,12,CEIL_CONSOL_LAYER,0.4445,0.062,41.929,776.251,7.202
,13,ASPHALT_SHINGLE,0.0063,0.082,1121.292,1255.200,0.7745E-01
,14,OSB_1/2IN,0.0127,0.116,544.627,1213.360,0.1092
,15,DOOR_CONST,0.0423,0.072,512.640,767.580,0.5870
,16,CEMENT_STUCCO,0.0191,0.721,1865.580,878.640,0.2642E-01
,17,BLDG_PAPER_FELT,0.0000,0.000,0.000,0.000,0.1057E-01
,18,OSB_5/8IN,0.0159,0.116,544.627,1213.360,0.1365
,19,DRYWALL_1/2IN,0.0127,0.160,800.923,1087.840,0.7933E-01


Material:Air

,,Material Name,ThermalResistance {m2-K/w}
,1,AIR_4_IN_VERT,0.1585
,2,3/4IN_AIR_SPACE,8.5130E-002
,3,3/4IN_REFLECTIVE_AIR_SPACE,0.2466
,4,AIR_4_IN_VERT,0.1585


CTF

,,Time,Outside,Cross,Inside,Flux (except final one)
,1,10,0.51360630E-08,-0.22035233E-13,0.91774209E-08,-0.50676220E-13
,2,9,-0.14060012E-04,0.39159197E-12,-0.22958088E-04,0.29728831E-08
,3,8,0.28980689E-02,0.65531654E-09,0.46215968E-02,-0.71708779E-05
,4,7,-0.65978682E-01,0.13350779E-06,-0.16306378,0.13238707E-02
,5,6,0.64596177,0.50193482E-05,2.1320981,-0.28125917E-01
,6,5,-3.4215999,0.48298777E-04,-13.652056,0.25148823
,7,4,10.645660,0.13839053E-03,47.881148,-1.1749737
,8,3,-19.924231,0.11919231E-03,-96.040791,3.0621859
,9,2,21.976583,0.26462555E-04,109.48934,-4.4404618
,10,1,-13.118296,0.91387708E-06,-65.855375,3.3273744
,11,0,3.2593552,0.33613880E-09,16.204438,
,12,9,-0.27580628E-02,0.97439125E-12,-0.27580628E-02,0.28516790E-03
,13,8,0.73590997E-01,0.21837543E-08,0.73590997E-01,-0.77836043E-02
,14,7,-0.82599318,0.23162835E-06,-0.82599318,0.89703933E-01
,15,6,5.1113916,0.48671053E-05,5.1113916,-0.57224845
,16,5,-19.214933,0.30163627E-04,-19.214933,2.2266322
,17,4,45.557404,0.63181060E-04,45.557404,-5.4853312
,18,3,-68.275533,0.44785456E-04,-68.275533,8.5710568
,19,2,62.555368,0.93952058E-05,62.555368,-8.2111738
,20,1,-31.904423,0.39200004E-06,-31.904423,4.3886678
,21,0,6.9260389,0.77047546E-09,6.9260389,
,22,4,0.50405178E-13,0.16668152E-13,0.29402090E-13,-0.58636069E-16
,23,3,-0.78967347E-05,0.18486376E-05,-0.51544008E-05,0.20741056E-12
,24,2,0.37655193,0.34407043E-01,0.80677627E-01,-0.16328896E-04
,25,1,-8.0349315,0.81344511,-1.1624309,0.21506451
,26,0,8.9946927,0.48845120,2.4180636,
,27,11,0.66088003E-16,-0.25273786E-15,-0.95957027E-09,-0.48579152E-16
,28,10,0.18922531E-08,-0.22017978E-15,0.49376461E-03,-0.12655295E-08
,29,9,-0.24603222E-03,0.24702020E-11,-0.24100172E-01,0.16454584E-03
,30,8,0.68600932E-02,0.18830026E-08,0.41921468,-0.46804592E-02
,31,7,-0.81306675E-01,0.13909244E-06,-3.7558327,0.56775720E-01
,32,6,0.53582383,0.23752991E-05,19.877643,-0.38437899
,33,5,-2.1576848,0.12660029E-04,-66.100965,1.5967236
,34,4,5.4951162,0.23284272E-04,141.45736,-4.2133809
,35,3,-8.8445955,0.14470287E-04,-193.99994,7.0572762
,36,2,8.6810727,0.25900002E-05,164.33328,-7.2372997
,37,1,-4.7235578,0.84675968E-07,-78.120230,4.1283951
,38,0,1.0885736,0.85604251E-10,15.913131,
,39,11,-0.95957027E-09,-0.25273786E-15,0.66088003E-16,-0.48579152E-16
,40,10,0.49376461E-03,-0.22017978E-15,0.18922531E-08,-0.12655295E-08
,41,9,-0.24100172E-01,0.24702020E-11,-0.24603222E-03,0.16454584E-03
,42,8,0.41921468,0.18830026E-08,0.68600932E-02,-0.46804592E-02
,43,7,-3.7558327,0.13909244E-06,-0.81306675E-01,0.56775720E-01
,44,6,19.877643,0.23752991E-05,0.53582383,-0.38437899
,45,5,-66.100965,0.12660029E-04,-2.1576848,1.5967236
,46,4,141.45736,0.23284272E-04,5.4951162,-4.2133809
,47,3,-193.99994,0.14470287E-04,-8.8445955,7.0572762
,48,2,164.33328,0.25900002E-05,8.6810727,-7.2372997
,49,1,-78.120230,0.84675968E-07,-4.7235578,4.1283951
,50,0,15.913131,0.85604251E-10,1.0885736,
,51,4,0.75441920E-10,0.23883683E-10,0.47514224E-10,-0.69373194E-20
,52,3,-0.33730907E-03,0.89366797E-04,-0.22574866E-03,0.77828620E-10
,53,2,0.58624422,0.18542418,0.49024360,-0.17301269E-03
,54,1,-11.299243,2.8799011,-8.6239668,0.15905732
,55,0,15.219762,1.4410112,12.640375,
,56,5,-0.32935335E-06,0.42931990E-07,-0.32935335E-06,0.47097488E-08
,57,4,0.68052310E-03,0.12823787E-03,0.68052310E-03,-0.14200104E-04
,58,3,-0.11535993,0.17375615E-01,-0.11535993,0.40770076E-02
,59,2,2.1922172,0.21284128,2.1922172,-0.13171357
,60,1,-7.8704965,0.30308566,-7.8704965,0.79499401
,61,0,6.3596665,0.33276539E-01,6.3596665,
,62,6,0.97988530E-11,0.43917118E-12,0.24496810E-11,-0.34892153E-15
,63,5,-0.75005310E-05,0.16499726E-06,-0.28271466E-05,0.19166609E-11
,64,4,0.32354224E-01,0.66949565E-03,0.10283773E-01,-0.11111676E-05
,65,3,-1.8201547,0.67148336E-01,-0.62076152,0.38788549E-02
,66,2,21.173821,0.53241617,7.5279938,-0.97325542E-01
,67,1,-64.420211,0.46601667,-21.697519,0.64629334
,68,0,46.121323,0.20873329E-01,15.867130,


WindowConstruction

,,Construction Name,Index,#Layers,Roughness,Conductance {W/m2-K},SHGC,Solar Transmittance at Normal Incidence,Visible Transmittance at Normal Incidence
,1,EXTERIOR WINDOW,12,1,VerySmooth,1.704,0.335,0.248,0.883
,2,INTERIOR WINDOW,13,1,VerySmooth,1.704,0.335,0.248,0.883
,3,WINDOW_W_BLINDS,18,2,VerySmooth,1.704,0.309,4.646E-002,0.133
,4,TDD DOME,22,1,VerySmooth,6.082,0.929,0.920,0.920
,5,TDD DIFFUSER,23,1,VerySmooth,6.115,0.906,0.900,0.900


WindowMaterial:Glazing

,,Material Name,Optical Data Type,Spectral Data Set Name,Thickness {m},Solar Transmittance,Front Solar Reflectance,Back Solar Reflectance,Visible Transmittance,Front Visible Reflectance,Back Visible Reflectance,Infrared Transmittance,Front Thermal Emissivity,Back Thermal Emissivity,Conductivity {W/m-K},Dirt Factor,Solar Diffusing
,1,GLASS,SpectralAverage,,4.18405E-002,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,2,GLASS,SpectralAverage,,4.18405E-002,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,3,GLASS,SpectralAverage,,4.18405E-002,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,4,CLEAR ACRYLIC PLASTIC,SpectralAverage,,3.00000E-003,0.92000,5.00000E-002,5.00000E-002,0.92000,5.00000E-002,5.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No
,5,DIFFUSING ACRYLIC PLASTIC,SpectralAverage,,2.20000E-003,0.90000,8.00000E-002,8.00000E-002,0.90000,8.00000E-002,8.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No


WindowMaterial:Blind

,,Material Name,Slat Width {m},Slat Separation {m},Slat Thickness {m},Slat Angle {deg},Slat Beam Solar Transmittance,Slat Beam Solar Front Reflectance,Blind To Glass Distance {m}
,1,INT_BLIND,2.5000E-002,1.8750E-002,1.0000E-003,45.000,0.000,0.500,5.000E-002


Shadowing/Sun Position Calculations Annual Simulations

,,Shading Calculation Method,Shading Calculation Update Frequency Method,Shading Calculation Update Frequency {days},Maximum Figures in Shadow Overlap Calculations {},Polygon Clipping Algorithm,Pixel Counting Resolution,Sky Diffuse Modeling Algorithm,Output External Shading Calculation Results,Disable Self-Shading Within Shading Zone Groups,Disable Self-Shading From Shading Zone Groups to Other Zones
,1,PolygonClipping,Periodic,20,15000,SutherlandHodgman,512,SimpleSkyDiffuseModeling,No,No,No


Heat Pump Water Heater Information

,,Type,Name,Volume {m3},Maximum Capacity {W},Standard Rated Recovery Efficiency,Standard Rated Energy Factor,"DX Coil Total Cooling Rate {W,HPWH Only}"
,1,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT1,0.1968,1214.0,0.000,0.0000,785,


Water Heater Stratified Node Information

,,Node Number,Height {m},Volume {m3},Maximum Capacity {W},Off-Cycle UA {W/K},On-Cycle UA {W/K},Number Of Inlets,Number Of Outlets
,1,1,1.5940,0.1968,0.000,1.5403,1.5403,1,1


ZoneVentilation Airflow Stats Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {m2},# Zone Occupants,Design Volume Flow Rate {m3/s},Volume Flow Rate/Floor Area {m3/s-m2},Volume Flow Rate/person Area {m3/s-person},ACH - Air Changes per Hour,Fan Type {Exhaust;Intake;Natural},Fan Pressure Rise {Pa},Fan Efficiency {},Equation A - Constant Term Coefficient {},Equation B - Temperature Term Coefficient {1/C},Equation C - Velocity Term Coefficient {s/m},Equation D - Velocity Squared Term Coefficient {s2/m2},Minimum Indoor Temperature{C}/Schedule,Maximum Indoor Temperature{C}/Schedule,Delta Temperature{C}/Schedule,Minimum Outdoor Temperature{C}/Schedule,Maximum Outdoor Temperature{C}/Schedule,Maximum WindSpeed{m/s}
,1,VENTILATION_UNIT1,ALWAYS_AVAIL,LIVING_UNIT1,220.82,3.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-100.00,100.00,-100.00,-100.00,100.00,40.00


AirFlow Model

,,Simple
,1,Simple


RoomAir Model

,,Zone Name,Mixing/Mundt/UCSDDV/UCSDCV/UCSDUFI/UCSDUFE/User Defined
,1,LIVING_UNIT1,Mixing/Well-Stirred
,2,ATTIC_UNIT1,Mixing/Well-Stirred


AirflowNetwork Model:Control

,,No Multizone or Distribution/Multizone with Distribution/Multizone without Distribution/Multizone with Distribution only during Fan Operation
,1,MultizoneWithDistribution


AirflowNetwork Model:Equivalent Rectangle Surface

,,Name,Equivalent Height {m},Equivalent Width {m} AirflowNetwork Model:Equivalent Rectangle
,1,ROOF_RIGHT_UNIT1,1.51,4.55
,2,ROOF_LEFT_UNIT1,1.51,4.55


AirflowNetwork Model:Wind Direction

,,Wind Direction #1 to n (degree)
,1,0.0


AirflowNetwork Model:Wind Pressure Coefficients

,,Name,Wind Pressure Coefficients #1 to n (dimensionless)
,1,!WPCTABLE1,0.60
,2,!WPCTABLE2,-0.36
,3,!WPCTABLE3,-0.51
,4,!WPCTABLE4,-0.36
,5,!WPCTABLE5,-0.73


Zone Volume Capacitance Multiplier

,,Sensible Heat Capacity Multiplier,Moisture Capacity Multiplier,Carbon Dioxide Capacity Multiplier,Generic Contaminant Capacity Multiplier
,1,1.000,1.000,1.000,1.000


Load Timesteps in Zone Design Calculation Averaging Window

,,Value
,1,6


Heating Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Cooling Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Zone Sizing Information

,,Zone Name,Load Type,Calc Des Load {W},User Des Load {W},Calc Des Air Flow Rate {m3/s},User Des Air Flow Rate {m3/s},Design Day Name,Date/Time of Peak,Temperature at Peak {C},Humidity Ratio at Peak {kgWater/kgDryAir},Floor Area {m2},# Occupants,Calc Outdoor Air Flow Rate {m3/s},Calc DOAS Heat Addition Rate {W}
,1,LIVING_UNIT1,Cooling,4047.20658,4047.20658,0.33839,0.33839,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,31.08800,5.47095E-003,220.81784,3.00000,2.83168E-002,0.00000
,2,LIVING_UNIT1,Heating,5248.42460,5248.42460,0.18474,0.18474,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,-17.90000,9.55238E-004,220.81784,3.00000,2.83168E-002,0.00000


System Sizing Information

,,System Name,Load Type,Peak Load Kind,User Design Capacity,Calc Des Air Flow Rate [m3/s],User Des Air Flow Rate [m3/s],Design Day Name,Date/Time of Peak
,1,CENTRAL SYSTEM_UNIT1,Cooling,Sensible,4185.39,0.33839,0.33839,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,2,CENTRAL SYSTEM_UNIT1,Heating,Sensible,6267.66,0.18474,0.18474,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00


Component Sizing Information

,,Component Type,Component Name,Input Field Description,Value
,1,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1,User-Specified Supply Air Flow Rate [m3/s],2.83168E-002
,2,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1,User-Specified Exhaust Air Flow Rate [m3/s],2.83168E-002
,3,Fan:OnOff,OASUPPLYFAN_UNIT1,User-Specified Maximum Flow Rate [m3/s],2.83168E-002
,4,Fan:OnOff,OAEXHAUSTFAN_UNIT1,User-Specified Maximum Flow Rate [m3/s],2.83168E-002
,5,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT1,User-Specified Nominal Supply Air Flow Rate [m3/s],2.83168E-002
,6,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT1,Design Size Maximum Air Flow Rate [m3/s],0.33839
,7,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.33839
,8,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.33839
,9,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Sum of Air Terminal Maximum Flow Rates [m3/s],0.33839
,10,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Adjusted Heating Design Air Flow Rate [m3/s],0.33839
,11,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Adjusted Cooling Design Air Flow Rate [m3/s],0.33839
,12,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Adjusted Main Design Air Flow Rate [m3/s],0.33839
,13,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,User Heating Air Flow Ratio [],1.00000
,14,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Calculated Heating Air Flow Ratio [],1.00000
,15,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Design Supply Air Flow Rate [m3/s],0.33839
,16,Coil:Cooling:DX:SingleSpeed,DX COOLING COIL_UNIT1,Design Size Rated Air Flow Rate [m3/s],0.33839
,17,Coil:Cooling:DX:SingleSpeed,DX COOLING COIL_UNIT1,Design Size Gross Rated Total Cooling Capacity [W],5601.48134
,18,Coil:Cooling:DX:SingleSpeed,DX COOLING COIL_UNIT1,Design Size Gross Rated Sensible Heat Ratio,0.80066
,19,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Supply Air Flow Rate [m3/s],0.33839
,20,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Supply Air Flow Rate During Heating Operation [m3/s],0.33839
,21,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Supply Air Flow Rate During Cooling Operation [m3/s],0.33839
,22,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Nominal Heating Capacity [W],5601.48134
,23,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Nominal Cooling Capacity [W],5601.48134
,24,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Supplemental Heating Coil Nominal Capacity [W],6267.66117
,25,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Fraction of Supply Air Flow That Goes Through the Controlling Zone,1.00000
,26,Fan:OnOff,SUPPLY FAN_UNIT1,Design Size Maximum Flow Rate [m3/s],0.33839
,27,Coil:Heating:DX:SingleSpeed,MAIN DX HEATING COIL_UNIT1,Design Size Rated Air Flow Rate [m3/s],0.33839
,28,Coil:Heating:DX:SingleSpeed,MAIN DX HEATING COIL_UNIT1,Design Size Gross Rated Heating Capacity [W],5601.48134
,29,Coil:Heating:Electric,SUPP HEATING COIL_UNIT1,Design Size Nominal Capacity [W],6267.66117
,30,Fan:OnOff,HEAT PUMP WATER HEATER FAN_UNIT1,Design Size Maximum Flow Rate [m3/s],7.55250E-002
