Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.03.02 12:08
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ5B+hp+crawlspace+IECC_2021
Environment:,MONTHLY ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over       744.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,7193.71,1.51,3.03
,Net Site Energy,7193.71,1.51,3.03
,Total Source Energy,22782.48,4.79,9.58
,Net Source Energy,22782.48,4.79,9.58


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,4754.19
,Net Conditioned Building Area,2377.10
,Unconditioned Building Area,2377.10


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,3599.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,4.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,300.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,61.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,2250.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,533.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,442.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1997.19
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,7193.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1997.19
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,,Name,Combined convective/radiative film coefficient {Btu/h-ft2-F},User selected Constant Temperature {F},Coefficient modifying the constant temperature term,Coefficient modifying the external dry bulb temperature term,Coefficient modifying the ground temperature term,Coefficient modifying the wind speed term {s/m},Coefficient modifying the zone air temperature term,Constant Temperature Schedule Name,Sinusoidal Variation,Period of Sinusoidal Variation,Previous Other Side Temperature Coefficient,Minimum Other Side Temperature {F},Maximum Other Side Temperature {F}
,1,SURFPROPOTHSDCOEFSLABAVERAGE,N/A,N/A,1.000,0.000,0.000,0.000,0.000,SCHEDULEOSCSLABAVERAGESURFACETEMP,NO,24.000,0.000,N/A,N/A
,2,SURFPROPOTHSDCOEFSLABPERIMETER,N/A,N/A,1.000,0.000,0.000,0.000,0.000,SCHEDULEOSCSLABPERIMETERTEMP,NO,24.000,0.000,N/A,N/A
,3,SURFPROPOTHSDCOEFSLABCORE,N/A,N/A,1.000,0.000,0.000,0.000,0.000,SCHEDULEOSCSLABCORETEMP,NO,24.000,0.000,N/A,N/A


Surface Heat Transfer Algorithm

,,Value {CTF - ConductionTransferFunction,Inside Surface Max Temperature Limit{F},Surface Convection Coefficient Lower Limit {Btu/h-ft2-F},Surface Convection Coefficient Upper Limit {Btu/h-ft2-F}
,,EMPD - MoisturePenetrationDepthConductionTransferFunction,,,
,,CondFD - ConductionFiniteDifference,,,
,,HAMT - CombinedHeatAndMoistureFiniteElement} - Description,,,
,1,CTF - ConductionTransferFunction,392.,0.02,176.1


Shading Summary

,,Number of Fixed Detached Shades,Number of Building Detached Shades,Number of Attached Shades
,1,0,0,4


Zone Summary

,,Number of Zones,Number of Zone Surfaces,Number of SubSurfaces
,1,3,36,9


Zone Information

,,Zone Name,North Axis {deg},Origin X-Coordinate {ft},Origin Y-Coordinate {ft},Origin Z-Coordinate {ft},Centroid X-Coordinate {ft},Centroid Y-Coordinate {ft},Centroid Z-Coordinate {ft},Type,Zone Multiplier,Zone List Multiplier,Minimum X {ft},Maximum X {ft},Minimum Y {ft},Maximum Y {ft},Minimum Z {ft},Maximum Z {ft},Ceiling Height {ft},Volume {ft3},Zone Inside Convection Algorithm {Simple-Detailed-CeilingDiffuser-TrombeWall},Zone Outside Convection Algorithm {Simple-Detailed-Tarp-MoWitt-DOE-2-BLAST},Floor Area {ft2},Exterior Gross Wall Area {ft2},Exterior Net Wall Area {ft2},Exterior Window Area {ft2},Number of Surfaces,Number of SubSurfaces,Number of Shading SubSurfaces,Part of Total Building Area
,1,LIVING_UNIT1,0.0,0.00,0.00,0.00,19.92,14.93,8.99,1,1,1,0.00,39.80,0.00,29.86,0.49,17.52,12.76,17050.65,TARP,DOE-2,2377.12,2369.37,1973.97,355.35,11,9,4,Yes
,2,ATTIC_UNIT1,0.0,0.00,0.00,0.00,19.92,14.93,18.67,1,1,1,0.00,39.80,0.00,29.86,17.52,21.98,2.23,2659.94,TARP,DOE-2,1188.56,133.59,133.59,0.00,5,0,0,Yes
,3,CRAWLSPACE_UNIT1,0.0,0.00,0.00,0.00,19.92,14.93,-0.5,1,1,1,0.00,39.80,0.00,29.86,-1.5,0.49,2.00,2377.73,TARP,DOE-2,1188.56,69.65,69.65,0.00,10,0,0,Yes


Zone Internal Gains Nominal

,,Zone Name,Floor Area {ft2},# Occupants,Area per Occupant {ft2/person},Occupant per Area {person/ft2},Interior Lighting {Btu/h-ft2},Electric Load {Btu/h-ft2},Gas Load {Btu/h-ft2},Other Load {Btu/h-ft2},Hot Water Eq {Btu/h-ft2},Steam Equipment {Btu/h-ft2},Sum Loads per Area {Btu/h-ft2},Outdoor Controlled Baseboard Heat
,1,LIVING_UNIT1,2377.12,3.0,792.366,0.001,0.485,2.232,0.000,0.000,0.000,0.000,2.717,No
,2,ATTIC_UNIT1,1188.56,0.0,N/A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No
,3,CRAWLSPACE_UNIT1,1188.56,0.0,N/A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No


People Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Number of People {},People/Floor Area {person/ft2},Floor Area per person {ft2/person},Fraction Radiant,Fraction Convected,Sensible Fraction Calculation,Activity level,ASHRAE 55 Warnings,Carbon Dioxide Generation Rate,Nominal Minimum Number of People,Nominal Maximum Number of People
,1,PEOPLE_UNIT1,OCCUPANCY,LIVING_UNIT1,2377.12,3.0,3.0,0.001,792.366,0.000,1.000,AutoCalculate,ACTIVITY_SCH,No,3.8200E-008,1,3


Lights Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Lighting Level {Btu/h},Lights/Floor Area {Btu/h-ft2},Lights per person {W/person},Fraction Return Air,Fraction Radiant,Fraction Short Wave,Fraction Convected,Fraction Replaceable,End-Use Category,Nominal Minimum Lighting Level {Btu/h},Nominal Maximum Lighting Level {Btu/h}
,1,LIVING HARDWIRED LIGHTING1,INTERIORLIGHTINGHE,LIVING_UNIT1,2377.12,3.0,792.730,0.333,77.445,0.000,0.600,0.200,0.200,0.000,General,54.500,792.730
,2,LIVING PLUG-IN LIGHTING1,INTERIORLIGHTINGHE,LIVING_UNIT1,2377.12,3.0,360.491,0.152,35.218,0.000,0.600,0.200,0.200,0.000,General,24.785,360.491


ElectricEquipment Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Equipment Level {Btu/h},Equipment/Floor Area {Btu/h-ft2},Equipment per person {W/person},Fraction Latent,Fraction Radiant,Fraction Lost,Fraction Convected,End-Use SubCategory,Nominal Minimum Equipment Level {Btu/h},Nominal Maximum Equipment Level {Btu/h}
,1,DISHWASHER1,DISHWASHER,LIVING_UNIT1,2377.12,3.0,224.165,0.094,21.900,0.150,0.600,0.250,0.000,dishwasher,0.000,201.076
,2,REFRIGERATOR1,REFRIGERATOR,LIVING_UNIT1,2377.12,3.0,310.690,0.131,30.353,0.000,1.000,0.000,0.000,refrigerator,227.232,310.690
,3,CLOTHESWASHER1,CLOTHESWASHER,LIVING_UNIT1,2377.12,3.0,97.167,0.041,9.493,0.000,0.800,0.200,0.000,clotheswasher,0.000,87.160
,4,ELECTRIC_DRYER1,CLOTHESDRYER,LIVING_UNIT1,2377.12,3.0,726.978,0.306,71.022,5.000E-002,0.150,0.800,0.000,electric_dryer,0.000,726.978
,5,ELECTRIC_RANGE1,COOKINGRANGE,LIVING_UNIT1,2377.12,3.0,846.701,0.356,82.718,0.300,0.400,0.300,0.000,electric_range,19.936,846.701
,6,TELEVISION1,INTERIORLIGHTING,LIVING_UNIT1,2377.12,3.0,0.000,0.000,0.000,0.000,1.000,0.000,0.000,television,0.000,0.000
,7,ELECTRIC_MELS1,MISCPLUGLOAD,LIVING_UNIT1,2377.12,3.0,1936.187,0.815,189.155,6.000E-002,0.690,0.250,0.000,electric_mels,1001.054,1936.187
,8,IECC_ADJ1,MISCPLUGLOAD,LIVING_UNIT1,2377.12,3.0,1162.970,0.489,113.616,6.244E-002,0.412,0.251,0.275,IECC_adj,601.283,1162.970


Construction CTF

,,Construction Name,Index,#Layers,#CTFs,Time Step {Hours},ThermalConductance {Btu/h-ft2-F},OuterThermalAbsorptance,InnerThermalAbsorptance,OuterSolarAbsorptance,InnerSolarAbsorptance,Roughness
,1,EXTERIOR WALL,1,5,8,0.500,0.0498,0.900,0.900,0.700,0.700,MediumSmooth
,2,INTERIORFURNISHINGS,2,1,5,0.500,0.1409,0.900,0.900,0.700,0.700,MediumSmooth
,3,EXTERIOR FLOOR,4,3,8,0.500,0.0342,0.900,0.900,0.700,0.700,Rough
,4,INTERIOR FLOOR,5,2,3,0.500,0.300,0.900,0.900,0.700,0.700,Rough
,5,INTERIOR CEILING,6,2,7,0.500,0.0242,0.900,0.900,0.700,0.700,Rough
,6,ATTIC FLOOR,7,2,7,0.500,0.0242,0.900,0.900,0.700,0.700,MediumSmooth
,7,EXTERIOR ROOF,11,2,4,0.500,0.943,0.900,0.900,0.750,0.700,MediumRough
,8,EXTERIOR DOOR,14,1,4,0.500,0.300,0.900,0.900,0.700,0.700,Smooth
,9,GABLE_END,16,5,4,0.500,0.428,0.900,0.900,0.700,0.700,MediumSmooth
,10,CRAWL WALL,24,1,4,0.500,2.28,0.900,0.900,0.700,0.700,Rough
,11,iz-EXTERIOR FLOOR,25,3,8,0.500,0.0342,0.900,0.900,0.700,0.700,MediumSmooth


Material CTF Summary

,,Material Name,Thickness {ft},Conductivity {w/m-K},Density {lb/ft3},Specific Heat {Btu/lbm-R},ThermalResistance {m2-K/w}
,1,SYN_STUCCO,0.0098,0.086,24.971,0.210,0.3524E-01
,2,SHEATHING_CONSOL_LAYER,0.1020,0.035,1.255,0.350,0.8807
,3,OSB_7/16IN,0.0364,0.116,34.000,0.290,0.9555E-01
,4,WALL_CONSOL_LAYER,0.4584,0.057,7.541,0.248,2.444
,5,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,6,STD WOOD 6INCH,0.4921,0.120,33.711,0.289,1.250
,7,FLOOR_CONSOL_LAYER,0.7707,0.052,3.438,0.219,4.558
,8,PLYWOOD_3/4IN,0.0627,0.115,34.003,0.161,0.1650
,9,CARPET_N_PAD,0.0833,0.060,2.000,0.200,0.4224
,10,PLYWOOD_3/4IN,0.0627,0.115,34.003,0.161,0.1650
,11,CARPET_N_PAD,0.0833,0.060,2.000,0.200,0.4224
,12,CEIL_CONSOL_LAYER,1.4584,0.062,2.618,0.185,7.202
,13,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,14,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,15,CEIL_CONSOL_LAYER,1.4584,0.062,2.618,0.185,7.202
,16,ASPHALT_SHINGLE,0.0207,0.082,70.000,0.300,0.7745E-01
,17,OSB_1/2IN,0.0417,0.116,34.000,0.290,0.1092
,18,DOOR_CONST,0.1388,0.072,32.003,0.183,0.5870
,19,CEMENT_STUCCO,0.0627,0.721,116.464,0.210,0.2642E-01
,20,BLDG_PAPER_FELT,0.0000,0.000,0.000,0.000,0.1057E-01
,21,OSB_5/8IN,0.0522,0.116,34.000,0.290,0.1365
,22,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,23,CONCRETE_4IN,0.3330,1.312,140.014,0.111,0.7736E-01
,24,CARPET_N_PAD,0.0833,0.060,2.000,0.200,0.4224
,25,PLYWOOD_3/4IN,0.0627,0.115,34.003,0.161,0.1650
,26,FLOOR_CONSOL_LAYER,0.7707,0.052,3.438,0.219,4.558


Material:Air

,,Material Name,ThermalResistance {m2-K/w}
,1,AIR_4_IN_VERT,0.1585
,2,3/4IN_AIR_SPACE,8.5130E-002
,3,3/4IN_REFLECTIVE_AIR_SPACE,0.2466
,4,AIR_4_IN_VERT,0.1585


CTF

,,Time,Outside,Cross,Inside,Flux (except final one)
,1,8,0.11477032E-08,-0.10692782E-12,0.16589662E-08,-0.87298821E-15
,2,7,-0.66205951E-06,0.11152670E-09,-0.18080367E-05,0.15620416E-08
,3,6,0.11540865E-03,0.17423109E-06,0.50858824E-03,-0.89681977E-06
,4,5,-0.69823623E-02,0.29148537E-04,-0.41679001E-01,0.15455121E-03
,5,4,0.13860372,0.84793680E-03,0.93798492,-0.90710222E-02
,6,3,-0.98488158,0.50453890E-02,-6.4882350,0.16373227
,7,2,2.9628577,0.62050875E-02,17.230739,-0.90212731
,8,1,-3.8201552,0.12240905E-02,-19.143902,1.7000816
,9,0,1.7238053,0.10445642E-04,7.5179477,
,10,5,-0.60344344E-01,0.24841470E-05,-0.60344344E-01,0.10213734E-01
,11,4,0.88329387,0.29269763E-03,0.88329387,-0.15672453
,12,3,-4.5533784,0.31110741E-02,-4.5533784,0.85978829
,13,2,10.433591,0.59600685E-02,10.433591,-2.1253048
,14,1,-10.805405,0.20696933E-02,-10.805405,2.3976504
,15,0,4.1137450,0.65513822E-04,4.1137450,
,16,8,0.28605228E-15,-0.21311957E-15,0.30760862E-11,-0.26205656E-15
,17,7,-0.63357557E-10,0.10705871E-11,-0.10337721E-05,0.26000879E-10
,18,6,0.16972378E-04,0.32698857E-07,0.15063481E-03,-0.69654086E-05
,19,5,-0.19672487E-02,0.12064848E-04,-0.68175876E-02,0.86788203E-03
,20,4,0.56357917E-01,0.47013963E-03,0.12555472,-0.28085850E-01
,21,3,-0.49291941,0.33199180E-02,-0.96978280,0.29217059
,22,2,1.6055009,0.48492173E-02,3.1137161,-1.1509165
,23,1,-2.1282538,0.12283316E-02,-4.1141701,1.8350393
,24,0,0.97116392,0.19562807E-04,1.8612493,
,25,3,-0.70124407E-15,0.16433430E-15,-0.45790957E-15,0.0000000
,26,2,0.57941364E-02,0.53150859E-03,0.12417145E-02,-0.43516407E-14
,27,1,-2.9361395,0.50686440,-0.28638437,0.99367885E-02
,28,0,4.6158330,1.1780918,1.9706303,
,29,7,-0.77702661E-16,0.90903260E-15,-0.43288074E-04,0.10948367E-15
,30,6,0.44149450E-04,0.11397808E-07,0.20471813E-01,-0.41168579E-04
,31,5,-0.42934189E-02,0.53139799E-05,-0.44527193,0.40440850E-02
,32,4,0.74435709E-01,0.20102104E-03,3.5485884,-0.73228900E-01
,33,3,-0.48121750,0.13374449E-02,-13.101976,0.50565124
,34,2,1.3447706,0.18889193E-02,23.964294,-1.5445912
,35,1,-1.6273540,0.48718306E-03,-20.995810,2.0795584
,36,0,0.69754362,0.92414701E-05,7.0136761,
,37,7,-0.43288074E-04,0.90903260E-15,-0.77702661E-16,0.10948367E-15
,38,6,0.20471813E-01,0.11397808E-07,0.44149450E-04,-0.41168579E-04
,39,5,-0.44527193,0.53139799E-05,-0.42934189E-02,0.40440850E-02
,40,4,3.5485884,0.20102104E-03,0.74435709E-01,-0.73228900E-01
,41,3,-13.101976,0.13374449E-02,-0.48121750,0.50565124
,42,2,23.964294,0.18889193E-02,1.3447706,-1.5445912
,43,1,-20.995810,0.48718306E-03,-1.6273540,2.0795584
,44,0,7.0136761,0.92414701E-05,0.69754362,
,45,4,-0.36489777E-13,0.31054165E-13,-0.24532728E-13,0.0000000
,46,3,-0.35534843E-11,0.10413410E-11,-0.23787856E-11,0.74449805E-15
,47,2,0.47935421E-02,0.15891366E-02,0.40200881E-02,-0.51724315E-11
,48,1,-3.6928544,1.5946559,-2.7109348,0.39414712E-02
,49,0,9.0246203,3.7403144,8.0434741,
,50,4,0.12522185E-08,0.98626905E-09,0.12522185E-08,-0.20541313E-14
,51,3,-0.19590155E-03,0.13335486E-03,-0.19590155E-03,0.45571773E-07
,52,2,0.15880944,0.77626984E-01,0.15880944,-0.10754671E-02
,53,1,-2.9837703,0.87622348,-2.9837703,0.20054506
,54,0,4.1889243,0.40978370,4.1889243,
,55,4,0.15756612E-06,0.34544902E-08,0.49961974E-07,-0.13474938E-17
,56,3,-0.14082207E-02,0.26378473E-03,-0.45502265E-03,0.57103371E-07
,57,2,0.95009354,0.12481966,0.37616908,-0.23614762E-03
,58,1,-19.894297,1.4602266,-5.9378867,0.92887565E-01
,59,0,21.151562,0.62064025,7.7681229,
,60,4,0.30986974E-09,0.24646524E-09,0.30986974E-09,-0.31257924E-17
,61,3,-0.32977863E-03,0.23315222E-03,-0.32977863E-03,0.17778259E-08
,62,2,0.71227695,0.38086571,0.71227695,-0.28796730E-03
,63,1,-19.134138,6.6994615,-19.134138,0.14455391
,64,0,29.484503,3.9817515,29.484503,
,65,8,0.30760862E-11,-0.21311957E-15,0.28605228E-15,-0.26205656E-15
,66,7,-0.10337721E-05,0.10705871E-11,-0.63357557E-10,0.26000879E-10
,67,6,0.15063481E-03,0.32698857E-07,0.16972378E-04,-0.69654086E-05
,68,5,-0.68175876E-02,0.12064848E-04,-0.19672487E-02,0.86788203E-03
,69,4,0.12555472,0.47013963E-03,0.56357917E-01,-0.28085850E-01
,70,3,-0.96978280,0.33199180E-02,-0.49291941,0.29217059
,71,2,3.1137161,0.48492173E-02,1.6055009,-1.1509165
,72,1,-4.1141701,0.12283316E-02,-2.1282538,1.8350393
,73,0,1.8612493,0.19562807E-04,0.97116392,


WindowConstruction

,,Construction Name,Index,#Layers,Roughness,Conductance {Btu/h-ft2-F},SHGC,Solar Transmittance at Normal Incidence,Visible Transmittance at Normal Incidence
,1,EXTERIOR WINDOW,12,1,VerySmooth,0.300,0.335,0.248,0.883
,2,INTERIOR WINDOW,13,1,VerySmooth,0.300,0.335,0.248,0.883
,3,WINDOW_W_BLINDS,18,2,VerySmooth,0.300,0.309,4.646E-002,0.133
,4,TDD DOME,22,1,VerySmooth,1.071,0.929,0.920,0.920
,5,TDD DIFFUSER,23,1,VerySmooth,1.077,0.906,0.900,0.900


WindowMaterial:Glazing

,,Material Name,Optical Data Type,Spectral Data Set Name,Thickness {ft},Solar Transmittance,Front Solar Reflectance,Back Solar Reflectance,Visible Transmittance,Front Visible Reflectance,Back Visible Reflectance,Infrared Transmittance,Front Thermal Emissivity,Back Thermal Emissivity,Conductivity {W/m-K},Dirt Factor,Solar Diffusing
,1,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,2,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,3,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,4,CLEAR ACRYLIC PLASTIC,SpectralAverage,,0.00984,0.92000,5.00000E-002,5.00000E-002,0.92000,5.00000E-002,5.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No
,5,DIFFUSING ACRYLIC PLASTIC,SpectralAverage,,0.00722,0.90000,8.00000E-002,8.00000E-002,0.90000,8.00000E-002,8.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No


WindowMaterial:Blind

,,Material Name,Slat Width {ft},Slat Separation {ft},Slat Thickness {ft},Slat Angle {deg},Slat Beam Solar Transmittance,Slat Beam Solar Front Reflectance,Blind To Glass Distance {ft}
,1,INT_BLIND,0.0820,0.0615,0.0033,45.000,0.000,0.500,0.164


Shadowing/Sun Position Calculations Annual Simulations

,,Shading Calculation Method,Shading Calculation Update Frequency Method,Shading Calculation Update Frequency {days},Maximum Figures in Shadow Overlap Calculations {},Polygon Clipping Algorithm,Pixel Counting Resolution,Sky Diffuse Modeling Algorithm,Output External Shading Calculation Results,Disable Self-Shading Within Shading Zone Groups,Disable Self-Shading From Shading Zone Groups to Other Zones
,1,PolygonClipping,Periodic,20,15000.,SutherlandHodgman,512,SimpleSkyDiffuseModeling,No,No,No


Heat Pump Water Heater Information

,,Type,Name,Volume {ft3},Maximum Capacity {Btu/h},Standard Rated Recovery Efficiency,Standard Rated Energy Factor,"DX Coil Total Cooling Rate {W,HPWH Only}"
,1,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT1,6.9509,4142.2,0.000,0.0000,785,


Water Heater Stratified Node Information

,,Node Number,Height {ft},Volume {ft3},Maximum Capacity {Btu/h},Off-Cycle UA {Btu/h-F},On-Cycle UA {Btu/h-F},Number Of Inlets,Number Of Outlets
,1,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1


ZoneVentilation Airflow Stats Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Design Volume Flow Rate {ft3/min},Volume Flow Rate/Floor Area {ft3/min-ft2},Volume Flow Rate/person Area {ft3/min-person},ACH - Air Changes per Hour,Fan Type {Exhaust;Intake;Natural},Fan Pressure Rise {psi},Fan Efficiency {},Equation A - Constant Term Coefficient {},Equation B - Temperature Term Coefficient {1/C},Equation C - Velocity Term Coefficient {s/m},Equation D - Velocity Squared Term Coefficient {s2/m2},Minimum Indoor Temperature{F}/Schedule,Maximum Indoor Temperature{F}/Schedule,Delta Temperature{F}/Schedule,Minimum Outdoor Temperature{F}/Schedule,Maximum Outdoor Temperature{F}/Schedule,Maximum WindSpeed{ft/min}
,1,VENTILATION_UNIT1,ALWAYS_AVAIL,LIVING_UNIT1,2377.12,3.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40


AirFlow Model

,,Simple
,1,Simple


RoomAir Model

,,Zone Name,Mixing/Mundt/UCSDDV/UCSDCV/UCSDUFI/UCSDUFE/User Defined
,1,LIVING_UNIT1,Mixing/Well-Stirred
,2,ATTIC_UNIT1,Mixing/Well-Stirred
,3,CRAWLSPACE_UNIT1,Mixing/Well-Stirred


AirflowNetwork Model:Control

,,No Multizone or Distribution/Multizone with Distribution/Multizone without Distribution/Multizone with Distribution only during Fan Operation
,1,MultizoneWithDistribution


AirflowNetwork Model:Equivalent Rectangle Surface

,,Name,Equivalent Height {ft},Equivalent Width {ft} AirflowNetwork Model:Equivalent Rectangle
,1,ROOF_RIGHT_UNIT1,4.46,14.93
,2,ROOF_LEFT_UNIT1,4.46,14.93


AirflowNetwork Model:Wind Direction

,,Wind Direction #1 to n (degree)
,1,0.0


AirflowNetwork Model:Wind Pressure Coefficients

,,Name,Wind Pressure Coefficients #1 to n (dimensionless)
,1,!WPCTABLE1,0.60
,2,!WPCTABLE2,-0.36
,3,!WPCTABLE3,-0.51
,4,!WPCTABLE4,-0.36
,5,!WPCTABLE5,-0.73


Zone Volume Capacitance Multiplier

,,Sensible Heat Capacity Multiplier,Moisture Capacity Multiplier,Carbon Dioxide Capacity Multiplier,Generic Contaminant Capacity Multiplier
,1,1.000,1.000,1.000,1.000


Load Timesteps in Zone Design Calculation Averaging Window

,,Value
,1,2


Heating Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Cooling Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Zone Sizing Information

,,Zone Name,Load Type,Calc Des Load {Btu/h},User Des Load {Btu/h},Calc Des Air Flow Rate {ft3/min},User Des Air Flow Rate {ft3/min},Design Day Name,Date/Time of Peak,Temperature at Peak {F},Humidity Ratio at Peak {lbWater/lbDryAir},Floor Area {ft2},# Occupants,Calc Outdoor Air Flow Rate {ft3/min},Calc DOAS Heat Addition Rate {Btu/h}
,1,LIVING_UNIT1,Cooling,15984.77013,15984.77013,848.34735,848.34735,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,87.95840,0.00547,2377.09544,3.00000,59.99321,0.00000
,2,LIVING_UNIT1,Heating,20937.39851,20937.39851,468.11435,468.11435,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 19:00:00,-0.2200,0.00096,2377.09544,3.00000,59.99321,0.00000


System Sizing Information

,,System Name,Load Type,Peak Load Kind,User Design Capacity,Calc Des Air Flow Rate [ft3/min],User Des Air Flow Rate [ft3/min],Design Day Name,Date/Time of Peak
,1,CENTRAL SYSTEM_UNIT1,Cooling,Sensible,4814.33,848.34735,848.34735,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,2,CENTRAL SYSTEM_UNIT1,Heating,Sensible,7130.57,468.11435,468.11435,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 19:00:00


Component Sizing Information

,,Component Type,Component Name,Input Field Description,Value
,1,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1,User-Specified Supply Air Flow Rate [ft3/min],59.99321
,2,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1,User-Specified Exhaust Air Flow Rate [ft3/min],59.99321
